"","seqnames","start","end","width","strand","value","area","cluster","indexStart","indexEnd","L","clusterL","p.value","fwer","p.valueArea","fwerArea"
"DMR_17","chr15",72612125,72613029,904,"*",-1.14440483674428,17.1660725511642,143265,46180,46194,15,17,0.000158885261008763,0.064,0.00119163945756572,0.36
"DMR_18","chr11",32454718,32455735,1017,"*",-1.24368218757758,16.1678684385086,69237,21723,21735,13,13,0.000150940997958324,0.064,0.00151735424263368,0.412
"DMR_19","chr5",67583961,67584297,336,"*",-1.44646812637298,13.0182131373568,327489,103044,103052,9,9,0.000150940997958324,0.068,0.00355902984659628,0.608
"DMR_20","chr11",504301,504937,636,"*",-1.5033309229002,12.0266473832016,63386,19272,19279,8,8,0.000142996734907886,0.068,0.00483805619771682,0.676
"DMR_21","chr6",30042626,30043924,1298,"*",-0.845412791031121,22.8261453578403,349223,110434,110460,27,37,0.000150940997958324,0.072,0.000484600046076726,0.192
"DMR_22","chr1",66998484,66999933,1449,"*",-1.00732132412042,18.1317838341676,18017,5539,5556,18,18,0.000166829524059201,0.072,0.000961255829103013,0.316
"DMR_23","chr5",178986131,178986906,775,"*",-1.17549539410416,16.4569355174583,342791,108131,108144,14,14,0.000166829524059201,0.072,0.00139819029687711,0.396
"DMR_24","chr12",65671664,65672174,510,"*",-1.49455955446709,7.47279777233547,97535,32164,32168,5,14,0.000174773787109639,0.076,0.0302279209069171,0.964
"DMR_25","chr11",128554586,128555749,1163,"*",-1.45494783768458,11.6395827014767,85789,27659,27666,8,8,0.000190662313210515,0.084,0.005584816924458,0.704
"DMR_26","chr3",147125712,147127193,1481,"*",-0.801388875145471,22.4388885040732,293936,94040,94067,28,28,0.000190662313210515,0.088,0.000500488572177602,0.2
"DMR_27","chr3",49459304,49460177,873,"*",-1.29529162877442,14.2482079165186,282295,90564,90574,11,12,0.000206550839311391,0.096,0.00235944612598012,0.524
"DMR_28","chr6",33160604,33161849,1245,"*",-0.904517173755899,19.8993778226298,350575,114612,114633,22,34,0.000246272154563582,0.104,0.000754704989791622,0.276
"DMR_29","chr6",28602513,28603292,779,"*",-0.771317736330279,23.1395320899084,348789,109679,109708,30,34,0.000222439365412268,0.108,0.000460767256925411,0.192
"DMR_30","chr11",72928926,72929983,1057,"*",-1.07549973231546,15.0569962524164,77418,24952,24965,14,14,0.000270104943714896,0.112,0.00197017723650866,0.48
"DMR_31","chr17",2169272,2169989,717,"*",1.41748588785858,11.3398871028686,167887,54098,54105,8,8,0.000262160680664458,0.112,0.00627596780984612,0.728
"DMR_32","chr11",2889602,2890725,1123,"*",-0.744960812790008,22.3488243837003,64689,20064,20093,30,30,0.000238327891513144,0.116,0.00050843283522804,0.204
"DMR_33","chr20",3051954,3052483,529,"*",-1.23897083033648,13.6286791337013,248202,80812,80822,11,11,0.000333659048118401,0.124,0.00291554453951079,0.564
"DMR_34","chr10",81967195,81967666,471,"*",-1.39430756665868,9.76015296661076,53203,16279,16285,7,9,0.000309826258967087,0.128,0.0118290076821024,0.876
"DMR_35","chr10",8095651,8096991,1340,"*",-0.683699790259125,21.1946934980329,43442,13853,13883,31,46,0.000293937732866211,0.14,0.000579931202681983,0.228
"DMR_36","chr3",49314155,49315017,862,"*",-1.08230976135165,14.0700268975714,282247,90516,90528,13,13,0.00038132462642103,0.148,0.00252627565003932,0.544
"DMR_37","chr15",45421578,45422393,815,"*",-0.958721211565592,15.3395393850495,138201,44658,44673,16,18,0.000421045941673221,0.156,0.00183512476465121,0.472
"DMR_38","chr19",19007074,19007505,431,"*",-1.38650454605708,5.54601818422833,203723,66832,66835,4,10,0.000389268889471468,0.156,0.065349507852904,0.988
"DMR_39","chr5",141030607,141031380,773,"*",-0.977449104313226,14.6617365646984,336236,106397,106411,15,15,0.000428990204723659,0.16,0.0021052297083661,0.492
"DMR_40","chr6",32121055,32121566,511,"*",-0.83346088355614,16.6692176711228,350187,113705,113724,20,76,0.000436934467774097,0.164,0.00136641324467536,0.396
"DMR_41","chr19",39465821,39466851,1030,"*",-1.05081507490864,13.6605959738124,206670,68103,68115,13,13,0.000444878730824535,0.164,0.00285993469815773,0.56
"DMR_42","chr2",98703108,98703935,827,"*",-1.00830902237451,14.1163263132431,227258,75516,75529,14,14,0.000468711519975849,0.172,0.0024786100717367,0.536
"DMR_43","chr19",11784246,11785188,942,"*",-1.12032577841237,13.4439093409484,201320,65472,65483,12,12,0.00050843283522804,0.188,0.00309826258967087,0.584
"DMR_44","chr16",1821253,1822124,871,"*",-1.26271980804415,11.3644782723974,150492,48575,48583,9,12,0.000556098413530669,0.188,0.00623624649459393,0.728
"DMR_45","chr2",15701742,15702002,260,"*",-1.36892658632396,5.47570634529584,215857,71865,71868,4,14,0.000452822993874973,0.188,0.0670734129348491,0.992
"DMR_46","chr7",27187102,27188020,918,"*",-1.1641939858001,12.8061338438011,372816,121459,121469,11,14,0.000540209887429793,0.196,0.00378146921200855,0.616
"DMR_47","chr6",89927233,89927485,252,"*",-1.35164617335051,5.40658469340205,357170,117612,117615,4,8,0.000540209887429793,0.208,0.0689562032778029,0.992
"DMR_48","chr1",27709634,27710030,396,"*",-1.0914672987726,13.0976075852712,9484,2519,2530,12,15,0.000587875465732421,0.212,0.00347164295304146,0.6
"DMR_49","chr6",31465603,31466187,584,"*",-1.02317176419251,13.3012329345027,349775,111980,111992,13,15,0.000627596780984612,0.22,0.00328098063983095,0.592
"DMR_50","chr16",68270129,68271177,1048,"*",-1.01127078889554,13.1465202556421,160665,52329,52341,13,13,0.000667318096236803,0.224,0.00343192163778927,0.6
"DMR_51","chr20",35169380,35169886,506,"*",-1.31488653323132,7.88931919938791,252836,82147,82152,6,8,0.000611708254883736,0.224,0.0256599696529151,0.964
"DMR_52","chr2",201450323,201451026,703,"*",-1.00727373744681,13.0945585868086,239122,78597,78609,13,14,0.000675262359287241,0.228,0.0034795872160919,0.6
"DMR_53","chr19",10541207,10541704,497,"*",-1.28222163185672,10.2577730548537,200795,65192,65199,8,8,0.000667318096236803,0.228,0.00976349928898846,0.836
"DMR_54","chr2",157184137,157184978,841,"*",-1.27892102432074,10.2313681945659,234204,76868,76875,8,8,0.000683206622337679,0.228,0.00982705339339196,0.84
"DMR_55","chr5",148928885,148929352,467,"*",-1.34483791658608,5.37935166634431,337565,106745,106748,4,12,0.000579931202681983,0.228,0.0696791312153928,0.992
"DMR_56","chr22",38092643,38093207,564,"*",-1.07743023260287,12.9291627912344,270289,86814,86825,12,12,0.000707039411488993,0.236,0.00368613805540329,0.612
"DMR_57","chr3",125898783,125900180,1397,"*",-0.753326090068406,15.8198478914365,290612,92932,92952,21,21,0.000643485307085488,0.24,0.00163651818839025,0.424
"DMR_58","chr5",140810051,140811642,1591,"*",-0.811855860480987,14.6134054886578,336145,106334,106351,18,18,0.000770593515892498,0.248,0.00215289528666873,0.496
"DMR_59","chr22",23487383,23487588,205,"*",-1.27856337887615,8.94994365213307,266836,85835,85841,7,10,0.00076264925284206,0.248,0.0167306179842227,0.928
"DMR_60","chr5",79286648,79287133,485,"*",-1.28572176336373,7.71433058018239,329082,103564,103569,6,8,0.000810314831144689,0.264,0.0275348157328185,0.964
"DMR_61","chr7",19812327,19813525,1198,"*",-0.789952207260967,14.2191397306974,371693,121050,121067,18,18,0.00088975746164907,0.28,0.00239916744123231,0.528
"DMR_62","chr17",48545805,48546620,815,"*",-1.03762752027291,12.4515302432749,179016,58964,58975,12,14,0.000921534513850823,0.28,0.00428195778418615,0.648
"DMR_63","chr17",37856147,37857070,923,"*",-1.08441283599985,11.9285411959983,175437,57149,57159,11,11,0.000953311566052575,0.284,0.00503666277397777,0.684
"DMR_64","chr4",154710224,154711280,1056,"*",-0.710373953861601,14.207479077232,316519,100391,100410,20,34,0.000834147620296003,0.288,0.00239916744123231,0.528
"DMR_65","chr16",51184697,51185772,1075,"*",-0.703749164309724,14.0749832861945,157956,51168,51187,20,29,0.00085003614639688,0.292,0.00252627565003932,0.544
"DMR_66","chr19",38924045,38924436,391,"*",-1.10936045155617,11.0936045155617,206450,68004,68013,10,10,0.00108041977485959,0.292,0.0070227285365873,0.76
"DMR_67","chr3",188665276,188665466,190,"*",-1.25896259166851,6.29481295834258,299273,95586,95590,5,11,0.0010009771443552,0.296,0.048849273497144,0.984
"DMR_68","chr11",63382047,63382143,96,"*",-1.24668339500937,7.48010037005623,73596,23247,23252,6,8,0.00107247551180915,0.308,0.0301246454872614,0.964
"DMR_69","chr11",32451777,32452839,1062,"*",-1.05537362161353,11.6091098377488,69234,21712,21722,11,11,0.00119958372061616,0.312,0.00567220381801282,0.704
"DMR_70","chr3",129693124,129694665,1541,"*",-0.861640597337286,12.9246089600593,291830,93274,93288,15,18,0.0011678066684144,0.316,0.00368613805540329,0.612
"DMR_71","chr2",160918519,160919532,1013,"*",-1.02155036196776,12.2586043436131,234687,76975,76986,12,13,0.00108041977485959,0.316,0.00457589551705236,0.668
"DMR_72","chr17",800717,800761,44,"*",-1.25347091356919,5.01388365427677,167196,53867,53870,4,9,0.00112014109011178,0.316,0.0798477879199536,0.996
"DMR_73","chr7",96653617,96655105,1488,"*",-0.697016663919789,13.9403332783958,380658,123677,123696,20,20,0.000929478776901261,0.32,0.00262160680664458,0.552
"DMR_74","chr3",46735315,46735454,139,"*",-1.23586680291831,7.41520081750985,281480,89963,89968,6,10,0.00115191814231353,0.32,0.0309587931075574,0.968
"DMR_75","chr1",41174571,41175199,628,"*",-1.21796983379344,9.74375867034756,12976,3877,3884,8,8,0.00112014109011178,0.336,0.0118846175234554,0.876
"DMR_76","chr9",125795283,125795935,652,"*",-1.21757462863305,9.74059702906444,421029,132930,132937,8,8,0.00112014109011178,0.336,0.0119084503126068,0.876
"DMR_77","chr4",166794143,166796212,2069,"*",-0.6622599219671,13.9074583613091,317367,100744,100764,21,24,0.000961255829103013,0.344,0.00263749533274546,0.552
"DMR_78","chr11",7041080,7042021,941,"*",-0.69266578005096,13.1606498209682,65607,20549,20567,19,19,0.00112014109011178,0.348,0.00341603311168839,0.6
"DMR_79","chr3",128712555,128713392,837,"*",-1.15230830429657,10.3707747386692,291539,93167,93175,9,14,0.00133463619247361,0.352,0.00938217466256743,0.836
"DMR_80","chr17",38465217,38465510,293,"*",-1.15012923551797,10.3511631196617,175665,57298,57306,9,9,0.00134258045552404,0.352,0.00942189597781962,0.836
"DMR_81","chr6",30039132,30039801,669,"*",-0.844001847958626,12.6600277193794,349220,110412,110426,15,28,0.00135052471857448,0.356,0.00400390857742082,0.628
"DMR_82","chr5",74162458,74162924,466,"*",-1.07098972025788,10.7098972025788,328279,103348,103357,10,10,0.00142996734907886,0.36,0.00817464667890083,0.816
"DMR_83","chr16",8768031,8768700,669,"*",-1.14038096108606,10.2634286497746,152391,49346,49354,9,9,0.00142202308602842,0.36,0.00974761076288758,0.836
"DMR_84","chr6",29974531,29975141,610,"*",-0.721332993667412,12.9839938860134,349169,110316,110333,18,23,0.00126313782501966,0.368,0.00361463968794935,0.608
"DMR_85","chr20",36148928,36149750,822,"*",-0.666875437506482,12.6706333126232,253121,82293,82311,19,41,0.00122341650976747,0.368,0.00399596431437038,0.628
"DMR_86","chr1",32827389,32828105,716,"*",-1.06646697377024,10.6646697377024,10896,3055,3064,10,12,0.00150940997958324,0.368,0.00834942046601047,0.82
"DMR_87","chr3",40428506,40428986,480,"*",-1.13690712289909,10.2321641060918,280189,89474,89482,9,11,0.00146968866433105,0.368,0.00982705339339196,0.84
"DMR_88","chr1",201857591,201857955,364,"*",-0.984262975063778,11.8111557007653,32660,11307,11318,12,16,0.00142996734907886,0.376,0.00528293492854135,0.696
"DMR_89","chr14",59931922,59932321,399,"*",-1.05978047038785,10.5978047038785,124601,40477,40486,10,10,0.00159679687313806,0.376,0.00854008277922099,0.82
"DMR_90","chr18",74961424,74962369,945,"*",-0.618196853899051,12.363937077981,195408,63453,63472,20,31,0.0012075279836666,0.38,0.00440906599299316,0.656
"DMR_91","chr17",75084517,75085390,873,"*",-0.787885082518908,12.6061613203025,184287,60648,60663,16,16,0.00144585587517974,0.388,0.00409923973402607,0.64
"DMR_92","chr19",12912244,12913388,1144,"*",-0.853491331791368,11.9488786450792,201586,65768,65781,14,14,0.00167623950364244,0.388,0.00502871851092733,0.684
"DMR_93","chr6",30698584,30698936,352,"*",-1.05037039728862,10.5037039728862,349504,111488,111497,10,11,0.00168418376669288,0.388,0.00891346314259158,0.828
"DMR_94","chr2",24307957,24308302,345,"*",-1.20988838299947,6.04944191499734,217071,72135,72139,5,16,0.00153324276873456,0.392,0.0537826608514661,0.984
"DMR_95","chr6",138725799,138726184,385,"*",-1.21618986966626,4.86475947866502,362257,119094,119097,4,11,0.00158885261008763,0.396,0.084606401487166,0.996
"DMR_96","chr15",65203541,65204428,887,"*",-0.957190433909099,11.4862852069092,141276,45762,45773,12,12,0.00173979360804595,0.412,0.00597408581392947,0.724
"DMR_97","chr12",6756088,6756751,663,"*",-1.17654153541987,8.23579074793909,88973,28462,28468,7,8,0.00170007229279376,0.416,0.0222280480151259,0.952
"DMR_98","chr12",6419509,6420252,743,"*",-0.877797745780561,11.4113706951473,88793,28329,28341,13,19,0.0018748460799034,0.42,0.00615680386408955,0.724
"DMR_99","chr14",89017615,89018372,757,"*",-0.996785850685534,10.9646443575409,129440,42069,42079,11,11,0.00189867886905471,0.428,0.0073961088999579,0.792
"DMR_100","chr7",121944637,121946213,1576,"*",-0.753786186107646,12.81436516383,384023,124839,124855,17,23,0.00152529850568412,0.432,0.00377352494895811,0.616
"DMR_101","chr1",114696350,114697113,763,"*",-0.836605149649786,11.712472095097,22999,7628,7641,14,14,0.00191456739515559,0.432,0.00550537429395362,0.704
"DMR_102","chr7",752149,752743,594,"*",-1.03606548365804,10.3606548365804,368137,120289,120298,10,14,0.00191456739515559,0.436,0.00940600745171874,0.836
"DMR_103","chr22",24890690,24891166,476,"*",-0.940768911997235,11.2892269439668,267203,85964,85975,12,16,0.00200195428871041,0.44,0.00637924322950181,0.732
"DMR_104","chr11",64814948,64815744,796,"*",-1.17735801763689,7.06414810582131,74277,23650,23655,6,10,0.00185101329075208,0.44,0.035884236198829,0.976
"DMR_105","chr2",20189487,20190511,1024,"*",-0.777592084738695,11.6638812710804,216454,71984,71998,15,17,0.00197812149955909,0.448,0.00555303987225625,0.704
"DMR_106","chr17",27044852,27045548,696,"*",-0.773848297459751,11.6077244618963,173104,56210,56224,15,18,0.00202578707786172,0.448,0.00568014808106326,0.704
"DMR_107","chr1",95392675,95393429,754,"*",-1.03280738584912,10.3280738584912,20869,6600,6609,10,14,0.00198606576260953,0.452,0.00947750581917269,0.836
"DMR_108","chr19",37997105,37998171,1066,"*",-0.750075763690302,12.0012122190448,206163,67843,67858,16,16,0.0018748460799034,0.46,0.00488572177601945,0.676
"DMR_109","chr1",153599479,153600156,677,"*",-0.768296444043666,11.524446660655,25261,8714,8728,15,15,0.00208934118226523,0.46,0.00584697760512246,0.72
"DMR_110","chr1",76540110,76540641,531,"*",-0.988892958658444,10.8778225452429,18753,5843,5853,11,11,0.00208139691921479,0.46,0.00767415810672323,0.808
"DMR_111","chr11",15136059,15136505,446,"*",-1.08937704322618,9.80439338903558,67363,21090,21098,9,9,0.00206550839311391,0.464,0.0116145125797405,0.872
"DMR_112","chr20",327377,328035,658,"*",-1.15905922518851,6.95435535113108,247469,80508,80513,6,9,0.00211317397141654,0.468,0.0373618691262105,0.976
"DMR_113","chr4",101111037,101112395,1358,"*",-0.744835164570029,11.9173626331205,312023,98966,98981,16,16,0.00195428871040778,0.472,0.00505255130007865,0.684
"DMR_114","chr6",33084479,33084933,454,"*",-0.849663455332323,11.0456249193202,350528,114480,114492,13,15,0.00229589202157662,0.472,0.007126003956243,0.76
"DMR_115","chr22",30476089,30476525,436,"*",-0.974741432029677,10.7221557523264,268417,86274,86284,11,13,0.00224028218022355,0.472,0.00817464667890083,0.816
"DMR_116","chr3",157260593,157261273,680,"*",-0.9228285089102,11.0739421069224,295351,94480,94491,12,12,0.00219261660192092,0.476,0.00706244985183949,0.76
"DMR_117","chr17",48585465,48586147,682,"*",-0.973468211411811,10.7081503255299,179038,58979,58989,11,14,0.00226411496937487,0.476,0.00817464667890083,0.816
"DMR_118","chr6",106428957,106429769,812,"*",-1.08151333533978,9.73362001805799,358256,117942,117950,9,9,0.00220056086497136,0.476,0.0119402273648085,0.876
"DMR_119","chr5",80528963,80529340,377,"*",-1.14023728298422,7.98166098088956,329266,103623,103629,7,11,0.00217672807582005,0.476,0.0247543236651652,0.964
"DMR_120","chr12",47219626,47220092,466,"*",-0.92097650261644,11.0517180313973,93429,29883,29894,12,13,0.00223233791717311,0.48,0.00711805969319256,0.76
"DMR_121","chr20",25565879,25566563,684,"*",-1.00230613843151,10.0230613843151,251229,81601,81610,10,10,0.00242300023038363,0.48,0.0105261485418305,0.848
"DMR_122","chr1",32930168,32931179,1011,"*",-0.760269970604078,11.4040495590612,10923,3075,3089,15,15,0.0022085051280218,0.484,0.00617269239019042,0.724
"DMR_123","chr14",75535468,75536561,1093,"*",-0.802137596815241,11.2299263554134,127928,41631,41644,14,14,0.00231972481072793,0.484,0.00664140391016627,0.748
"DMR_124","chr1",228645462,228645796,334,"*",-1.05808070336895,9.52272633032056,37917,12780,12788,9,9,0.00262955106969502,0.488,0.0130683127179707,0.896
"DMR_125","chr11",12030268,12031508,1240,"*",-0.714358452465963,12.1440936919214,66745,20910,20926,17,18,0.00184306902770165,0.496,0.00472683651501069,0.672
"DMR_126","chr8",102503892,102504903,1011,"*",-0.793137187343277,11.1039206228059,403690,129927,129940,14,14,0.00246272154563582,0.5,0.0070227285365873,0.76
"DMR_127","chr16",66612774,66613355,581,"*",-0.962267202667438,10.5849392293418,159996,51802,51812,11,12,0.00248655433478713,0.5,0.00857185983142274,0.82
"DMR_128","chr2",71205159,71206291,1132,"*",-0.960974121779572,10.5707153395753,224491,74354,74364,11,13,0.00249449859783757,0.5,0.00861158114667493,0.82
"DMR_129","chr19",35738738,35739200,462,"*",-1.16642191886209,4.66568767544835,205586,67414,67417,4,11,0.00238327891513144,0.5,0.090516933196692,0.996
"DMR_130","chr11",8615356,8616172,816,"*",-0.70575734083242,11.9978747941511,65926,20630,20646,17,17,0.00188279034295384,0.504,0.00490161030212032,0.676
"DMR_131","chr7",95025611,95026211,600,"*",-0.747767896127547,11.2165184419132,380441,123573,123587,15,24,0.00243094449343407,0.508,0.00668112522541846,0.748
"DMR_132","chr2",223176167,223177742,1575,"*",-0.789250814929484,11.0495114090128,242524,79621,79634,14,14,0.00251833138698889,0.508,0.00711805969319256,0.76
"DMR_133","chr6",54711227,54711476,249,"*",-1.12076277855652,7.84533944989562,355058,116892,116898,7,8,0.00251833138698889,0.512,0.0261048483837397,0.964
"DMR_134","chr10",135192744,135193212,468,"*",-1.11974576793693,7.83822037555849,63111,19136,19142,7,12,0.00252627565003932,0.512,0.0261922352772945,0.964
"DMR_135","chr12",103889516,103890311,795,"*",-0.828952269364854,10.7763795017431,101536,33417,33429,13,16,0.00267721664799765,0.516,0.00799192862874075,0.808
"DMR_136","chr7",8481994,8482681,687,"*",-1.11179956650788,7.78259696555515,370910,120831,120837,7,8,0.00263749533274546,0.516,0.0268436648474304,0.964
"DMR_137","chr7",8302191,8302424,233,"*",-1.11137526897431,7.77962688282017,370880,120814,120820,7,8,0.00263749533274546,0.516,0.0268754418996322,0.964
"DMR_138","chr10",71892293,71893159,866,"*",-0.823192821092689,10.701506674205,50781,15730,15742,13,15,0.00275665927850203,0.524,0.00819847946805215,0.816
"DMR_139","chr7",116594536,116595196,660,"*",-1.12624649091177,6.7574789454706,383624,124736,124741,6,26,0.00265338385884633,0.532,0.0404919087680831,0.98
"DMR_140","chr16",725142,726059,917,"*",-0.894851556629001,10.738218679548,149625,48252,48263,12,13,0.00274077075240115,0.536,0.00811903683754777,0.816
"DMR_141","chr14",85995655,85996499,844,"*",-0.893767081464975,10.7252049775797,129222,42003,42014,12,14,0.00276460354155247,0.536,0.00816670241585039,0.816
"DMR_142","chr19",58220080,58220955,875,"*",-0.892271313737808,10.7072557648537,212491,71226,71237,12,12,0.00277254780460291,0.536,0.00818259094195127,0.816
"DMR_143","chr2",220083241,220083951,710,"*",-0.943496944792773,10.3784663927205,242048,79379,79389,11,13,0.00286787896120816,0.536,0.00935834187341611,0.836
"DMR_144","chr11",113185079,113185879,800,"*",-0.942289228173508,10.3651815099086,82144,26650,26660,11,13,0.00289171175035948,0.536,0.00939011892561786,0.836
"DMR_145","chr3",158449660,158450590,930,"*",-1.03505125315553,9.31546127839975,295448,94534,94542,9,10,0.00311415111577175,0.54,0.0142361193863851,0.9
"DMR_146","chr11",77734206,77734490,284,"*",-1.14511476574476,4.58045906297903,78667,25345,25348,4,9,0.0028122691198551,0.54,0.0932974252643454,0.996
"DMR_147","chr15",75639113,75640148,1035,"*",-0.7395504847828,11.093257271742,144070,46644,46658,15,15,0.00261366254359414,0.544,0.0070227285365873,0.76
"DMR_148","chr1",78511235,78512129,894,"*",-0.888844351011185,10.6661322121342,18978,5919,5930,12,12,0.00282815764595597,0.544,0.00834942046601047,0.82
"DMR_149","chr17",26903872,26904150,278,"*",-1.10032113775995,7.70224796431968,173063,56148,56154,7,8,0.0028758232242586,0.544,0.0276539796785751,0.964
"DMR_150","chr12",1929265,1929774,509,"*",-1.10965213741395,6.65791282448368,87585,28034,28039,6,9,0.00298704290696474,0.544,0.0420251515368177,0.984
"DMR_151","chr6",28058724,28059208,484,"*",-1.0342148208658,9.30793338779216,348643,109437,109445,9,9,0.00313003964187262,0.548,0.0142678964385869,0.9
"DMR_152","chr10",134600295,134600998,703,"*",-0.673494349869353,11.449403947779,62660,18979,18995,17,17,0.00224822644327399,0.552,0.00606147270748429,0.724
"DMR_153","chr16",733709,734667,958,"*",-0.933855282422158,10.2724081066437,149636,48280,48290,11,13,0.00300293143306561,0.552,0.00970788944763539,0.836
"DMR_154","chr1",201368390,201369031,641,"*",-0.932177233074727,10.253949563822,32467,11236,11246,11,11,0.0030426527483178,0.552,0.00977144355203889,0.836
"DMR_155","chr5",156886970,156887490,520,"*",-0.963494811293133,9.63494811293133,338919,107137,107146,10,10,0.00336042327033533,0.552,0.0124168831478348,0.884
"DMR_156","chr19",19280969,19281474,505,"*",-1.08372524712097,8.66980197696774,203839,66892,66899,8,8,0.00288376748730904,0.552,0.0186610739054792,0.94
"DMR_157","chr2",46465,47452,987,"*",-0.808017359611645,10.5042256749514,212785,71529,71541,13,16,0.00305059701136824,0.556,0.00890551887954114,0.828
"DMR_158","chr18",52626146,52626848,702,"*",-0.959761561153305,9.59761561153305,192723,63072,63081,10,14,0.00343986590083971,0.556,0.0126313782501966,0.896
"DMR_159","chr10",530635,531465,830,"*",1.0335035755782,9.30153218020382,41493,13601,13609,9,12,0.00315387243102394,0.556,0.0142678964385869,0.9
"DMR_160","chr17",1945076,1945160,84,"*",-1.10658028841975,6.63948173051848,167803,54035,54040,6,11,0.00307442980051955,0.56,0.0423429220588352,0.984
"DMR_161","chr3",55517101,55517659,558,"*",-1.12599826760582,4.50399307042326,283796,91321,91324,4,12,0.00319359374627613,0.572,0.0961573599625031,0.996
"DMR_162","chr12",115135926,115136308,382,"*",-0.598142854875045,10.1684285328758,104222,34443,34459,17,51,0.00269310517409852,0.576,0.0100177157066025,0.84
"DMR_163","chr8",144952622,144953114,492,"*",-1.02404197732278,9.21637779590504,410492,131171,131179,9,9,0.00341603311168839,0.584,0.0148398833782184,0.904
"DMR_164","chr7",105221826,105222180,354,"*",-1.06582935770952,8.52663486167614,382465,124412,124419,8,8,0.00334453474423445,0.584,0.0196699953128848,0.944
"DMR_165","chr19",6459035,6459814,779,"*",-1.10973789859003,4.43895159436013,199578,64561,64564,4,10,0.00367024952930241,0.588,0.0987392454538955,0.996
"DMR_166","chr15",90455635,90456194,559,"*",-1.06104992139354,8.48839937114829,146873,47544,47551,8,15,0.00346369868999102,0.592,0.0200036543610032,0.948
"DMR_167","chr20",44035415,44036136,721,"*",-1.09231150629514,6.55386903777083,254612,82892,82897,6,21,0.00341603311168839,0.592,0.0437967221970654,0.984
"DMR_168","chr5",140749735,140750160,425,"*",-1.01867925486954,9.16811329382584,336102,106288,106296,9,9,0.00359875116184847,0.596,0.015213263741589,0.912
"DMR_169","chr12",54410487,54410819,332,"*",-0.784237775473914,10.1950910811609,95659,31072,31084,13,16,0.00355108558354584,0.6,0.00996210586524941,0.84
"DMR_170","chr17",30814514,30814814,300,"*",-1.09224625768751,5.46123128843756,173927,56570,56574,5,8,0.0037496921598068,0.604,0.0674309047721188,0.992
"DMR_171","chr17",38375119,38375257,138,"*",-1.10237489921278,4.40949959685112,175640,57276,57279,4,10,0.00392446594691643,0.604,0.0998593865440073,0.996
"DMR_172","chr15",78556178,78557094,916,"*",-0.854029731040708,10.2483567724885,144702,46846,46857,12,15,0.00375763642285723,0.608,0.00977938781508933,0.836
"DMR_173","chr5",134735478,134736026,548,"*",-0.931911194212118,9.31911194212118,334680,105484,105493,10,18,0.00419457089063133,0.608,0.0141963980711329,0.9
