"","seqnames","start","end","width","strand","value","area","cluster","indexStart","indexEnd","L","clusterL","p.value","fwer","p.valueArea","fwerArea"
"DMR_22","chr3",49941151,49941613,462,"*",-2.92489789146734,32.1738768061408,282458,90655,90665,11,13,0.000123097900707339,0.044,0.00261346312270967,0.32
"DMR_23","chr2",220083241,220083951,710,"*",-2.92306209065641,32.1536829972205,242048,79379,79389,11,13,0.000123097900707339,0.044,0.00263240126128003,0.324
"DMR_24","chr15",75639113,75640148,1035,"*",-2.44895645895892,36.7343468843839,144070,46644,46658,15,15,0.000170443247133239,0.048,0.00144876760063253,0.228
"DMR_25","chr17",43324322,43325323,1001,"*",-3.21167768519599,28.9050991667639,177460,58246,58254,9,9,0.000132566969992519,0.048,0.00407169979262738,0.436
"DMR_26","chr16",1821253,1822289,1036,"*",-3.01193188822727,30.1193188822727,150492,48575,48584,10,12,0.000189381385703599,0.06,0.00347514842766104,0.408
"DMR_27","chr14",24779793,24780926,1133,"*",-2.32736366495096,34.9104549742643,121163,39125,39139,15,15,0.000246195801414679,0.064,0.00183699944132491,0.268
"DMR_28","chr14",105714379,105715025,646,"*",-2.69385161537731,32.3262193845277,134233,43335,43346,12,18,0.000255664870699859,0.064,0.00253771056842823,0.316
"DMR_29","chr11",2291652,2292787,1135,"*",-1.99667464612401,41.9301675686041,64405,19794,19814,21,39,0.000236726732129499,0.072,0.000729118334958857,0.14
"DMR_30","chr7",27186930,27188020,1090,"*",-2.41179252339832,31.3533028041781,372816,121457,121469,13,14,0.000435577187118278,0.088,0.00297328775554651,0.356
"DMR_31","chr16",733709,734817,1108,"*",-2.38594130276574,31.0172369359547,149636,48280,48292,13,13,0.000435577187118278,0.088,0.00306797844839831,0.368
"DMR_32","chr1",39874802,39875069,267,"*",-2.52283993385607,30.2740792062729,12601,3654,3665,12,12,0.000397700909977558,0.088,0.00339939587337961,0.4
"DMR_33","chr22",19710276,19711327,1051,"*",-2.6297252100364,28.9269773104004,265935,85537,85547,11,13,0.000378762771407198,0.088,0.00405276165405702,0.436
"DMR_34","chr6",30038998,30039801,803,"*",-2.04100552902562,36.7380995224611,349220,110409,110426,18,28,0.000350355563551659,0.096,0.00144876760063253,0.228
"DMR_35","chr17",37123638,37123949,311,"*",-2.93612093263566,26.425088393721,175211,57014,57022,9,10,0.000397700909977558,0.096,0.00586135388752639,0.52
"DMR_36","chr6",33244752,33245553,801,"*",-1.76608539207174,38.8538786255782,350627,114900,114921,22,48,0.000378762771407198,0.1,0.00105106669065498,0.172
"DMR_37","chr12",104697126,104697620,494,"*",-2.50223769074464,30.0268522889357,101705,33495,33506,12,12,0.000473453464258998,0.1,0.00353196284337212,0.412
"DMR_38","chr14",24640895,24641706,811,"*",-2.48846427004684,29.8615712405621,121079,39016,39027,12,12,0.000482922533544178,0.1,0.00362665353622392,0.412
"DMR_39","chr14",24803679,24804342,663,"*",-2.52683346541374,27.7951681195511,121184,39140,39150,11,11,0.000511329741399718,0.108,0.00480081812758624,0.476
"DMR_40","chr15",78556178,78557094,916,"*",-2.46655307233257,29.5986368679909,144702,46846,46857,12,15,0.000549206018540438,0.112,0.00375922050621644,0.424
"DMR_41","chr2",201450323,201451026,703,"*",-2.26814932397093,29.4859412116221,239122,78597,78609,13,14,0.000672303919247777,0.112,0.00384444212978306,0.424
"DMR_42","chr20",35169260,35169886,626,"*",-2.91561189956553,20.4092832969587,252836,82146,82152,7,8,0.000568144157110798,0.112,0.0177260977018569,0.832
"DMR_43","chr12",6755816,6756751,935,"*",-2.88844543611379,23.1075634889103,88973,28461,28468,8,8,0.000558675087825618,0.116,0.0108042080543903,0.688
"DMR_44","chr3",128712555,128713392,837,"*",-2.84221700424612,25.5799530382151,291539,93167,93175,9,14,0.000558675087825618,0.12,0.00685560616247029,0.572
"DMR_45","chr19",41882069,41882741,672,"*",-2.20330902607761,28.6430173390089,207428,68543,68555,13,13,0.000852216235666196,0.132,0.00419479769333472,0.44
"DMR_46","chr12",6419409,6420643,1234,"*",-1.99771295176251,33.9611201799626,88793,28327,28343,17,19,0.000577613226395978,0.136,0.00210213338130995,0.288
"DMR_47","chr3",46735315,46735695,380,"*",-2.85789315248528,20.005252067397,281480,89963,89969,7,10,0.000748056473529217,0.136,0.0190801746096376,0.856
"DMR_48","chr14",88458917,88460078,1161,"*",-2.02018539647793,30.3027809471689,129343,42017,42031,15,16,0.000823809027810656,0.14,0.00339939587337961,0.4
"DMR_49","chr17",4802266,4803053,787,"*",-2.39642197416731,26.3606417158404,168831,54355,54365,11,11,0.000814339958525477,0.148,0.00593710644180783,0.532
"DMR_50","chr16",725142,725964,822,"*",-2.38370593094094,26.2207652403503,149625,48252,48262,11,13,0.000823809027810656,0.152,0.00606020434251517,0.54
"DMR_51","chr3",160822372,160823781,1409,"*",-1.47539228467212,33.9340225474587,295742,94630,94652,23,23,0.000672303919247777,0.156,0.00210213338130995,0.288
"DMR_52","chr17",48585216,48586147,931,"*",-2.08552753919203,29.1973855486884,179038,58976,58989,14,14,0.000937437859232816,0.156,0.00393913282263486,0.436
"DMR_53","chr16",68270129,68271177,1048,"*",-2.16737917378549,28.1759292592114,160665,52329,52341,13,13,0.000984783205658716,0.156,0.00456409139545674,0.456
"DMR_54","chr22",45809319,45810043,724,"*",-2.06869187866302,28.9616863012822,272903,87679,87692,14,15,0.000965845067088356,0.16,0.00404329258477184,0.436
"DMR_55","chr12",95941869,95943131,1262,"*",-1.79090537670238,32.2362967806429,100609,33041,33058,18,19,0.000766994612099577,0.168,0.00257558684556895,0.316
"DMR_56","chr19",7459697,7460327,630,"*",-2.67580458452251,24.0822412607026,199823,64667,64675,9,9,0.000880623443521736,0.168,0.00909030651377276,0.628
"DMR_57","chr6",35991802,35992691,889,"*",-2.35267608506427,25.879436935707,351504,115828,115838,11,11,0.000965845067088356,0.172,0.00650525059891863,0.56
"DMR_58","chr17",33775642,33776683,1041,"*",-2.25202218532326,27.0242662238791,174405,56705,56716,12,15,0.00109841203708088,0.176,0.00537843135398222,0.508
"DMR_59","chr5",140810051,140811642,1591,"*",-1.75823914516263,31.6483046129273,336145,106334,106351,18,18,0.000833278097095836,0.18,0.00282178264698363,0.34
"DMR_60","chr6",24911001,24911615,614,"*",-1.95850197116642,29.3775295674963,347914,109126,109140,15,17,0.00105106669065498,0.18,0.00386338026835342,0.428
"DMR_61","chr8",38831148,38831857,709,"*",-2.33863813719936,25.725019509193,397070,128044,128054,11,11,0.00101319041351426,0.18,0.00673250826176295,0.564
"DMR_62","chr3",158449660,158450590,930,"*",-2.64106333126077,23.7695699813469,295448,94534,94542,9,10,0.000956375997803176,0.18,0.00966791974016874,0.644
"DMR_63","chr10",99080318,99081016,698,"*",-2.73879068288945,19.1715347802262,55646,16939,16945,7,9,0.00110788110636606,0.184,0.0222807200280284,0.88
"DMR_64","chr5",68710808,68711277,469,"*",-2.72010318390618,21.7608254712494,327645,103136,103143,8,10,0.0010415976213698,0.192,0.0139479390570701,0.756
"DMR_65","chr17",48545805,48546620,815,"*",-2.20699102561049,26.4838923073259,179016,58964,58975,12,14,0.00132566969992519,0.196,0.00581400854110049,0.52
"DMR_66","chr6",30698584,30698987,403,"*",-2.28486586294864,25.1335244924351,349504,111488,111498,11,11,0.00128779342278447,0.2,0.00743321938886627,0.6
"DMR_67","chr14",74100355,74100987,632,"*",-2.36657996489113,23.6657996489113,127475,41385,41394,10,11,0.00141089132349181,0.2,0.00994252274943896,0.66
"DMR_68","chr19",11689538,11689997,459,"*",-2.36602665473122,23.6602665473122,201297,65454,65463,10,11,0.00141089132349181,0.2,0.00994252274943896,0.66
"DMR_69","chr12",49487944,49488898,954,"*",-2.35219584931438,23.5219584931438,94003,30188,30197,10,10,0.00143929853134735,0.204,0.0101413732044277,0.66
"DMR_70","chr11",128554586,128555749,1163,"*",-2.67240757401346,21.3792605921077,85789,27659,27666,8,8,0.00119310272993267,0.208,0.0149990057477251,0.792
"DMR_71","chr3",129147230,129147846,616,"*",-2.6589654336678,21.2717234693424,291682,93242,93249,8,8,0.00124044807635857,0.22,0.0153020159648508,0.796
"DMR_72","chr7",28997137,28998595,1458,"*",-1.6609963161764,29.8979336911752,373212,121679,121696,18,24,0.00109841203708088,0.224,0.00360771539765356,0.412
"DMR_73","chr15",41805868,41806382,514,"*",-2.31832013592893,23.1832013592893,137462,44240,44249,10,12,0.00160974177848059,0.228,0.0107473936386793,0.688
"DMR_74","chr19",13135318,13135808,490,"*",-2.3104684160904,23.104684160904,201718,65895,65904,10,10,0.00164761805562131,0.228,0.0108042080543903,0.688
"DMR_75","chr5",66124231,66124801,570,"*",-2.54480842741347,22.9032758467213,327276,103009,103017,9,10,0.00131620063064001,0.228,0.0112113780336531,0.7
"DMR_76","chr11",32454718,32455735,1017,"*",-2.01235702118488,26.1606412754035,69237,21723,21735,13,13,0.00165708712490649,0.232,0.00612648782751143,0.544
"DMR_77","chr10",5488014,5488628,614,"*",-2.29644944341299,22.9644944341299,42754,13741,13750,10,11,0.00177071595632865,0.236,0.0110882801329457,0.7
"DMR_78","chr1",9884565,9884732,167,"*",-2.61560850909956,20.9248680727965,3907,942,949,8,10,0.00142982946206217,0.236,0.0162867991705095,0.812
"DMR_79","chr5",141030607,141031380,773,"*",-1.81975235955034,27.2962853932551,336236,106397,106411,15,15,0.00159080363991023,0.24,0.00520798810684898,0.5
"DMR_80","chr6",26188847,26189597,750,"*",-2.5192654303267,22.6733888729403,348213,109240,109248,9,9,0.00144876760063253,0.244,0.0116564242900565,0.712
"DMR_81","chr17",75084517,75085390,873,"*",-1.75616268239054,28.0986029182487,184287,60648,60663,16,16,0.00150558201634361,0.256,0.00461143674188264,0.46
"DMR_82","chr1",76540110,76540641,531,"*",-2.17902117988291,23.969232978712,18753,5843,5853,11,11,0.00203584989631369,0.256,0.00936490952304298,0.636
"DMR_83","chr12",7055452,7056008,556,"*",-2.47599540646762,22.2839586582086,89144,28633,28641,9,12,0.00179912316418419,0.26,0.0126128002878597,0.724
"DMR_84","chr7",752149,752800,651,"*",-2.17340650460112,23.9074715506123,368137,120289,120299,11,14,0.00206425710416923,0.264,0.00945960021589478,0.636
"DMR_85","chr6",54711065,54711476,411,"*",-2.56218723347147,20.4974978677717,355058,116891,116898,8,8,0.00165708712490649,0.264,0.0173946802768756,0.832
"DMR_86","chr6",29648345,29649092,747,"*",-1.42931496533812,27.1569843414243,349091,110181,110199,19,23,0.00160974177848059,0.272,0.00527427159184524,0.504
"DMR_87","chr14",75535468,75536561,1093,"*",-1.81435557747197,25.4009780846076,127928,41631,41644,14,14,0.00219682407416175,0.276,0.00707339475602943,0.58
"DMR_88","chr13",80054976,80055241,265,"*",-2.44015599595858,21.9614039636272,115475,37583,37591,9,9,0.00201691175774333,0.28,0.0133040423456778,0.744
"DMR_89","chr6",32121113,32121566,453,"*",-1.41259114417281,26.8392317392833,350187,113706,113724,19,76,0.00165708712490649,0.284,0.00551099832397474,0.508
"DMR_90","chr2",160918519,160919532,1013,"*",-2.12500276694351,25.5000332033222,234687,76975,76986,12,13,0.00183699944132491,0.284,0.00700711127103317,0.58
"DMR_91","chr1",201857591,201857955,364,"*",-2.12387887589905,25.4865465107886,32660,11307,11318,12,16,0.00183699944132491,0.284,0.00701658034031835,0.58
"DMR_92","chr2",26624450,26625326,876,"*",-2.11866195998092,25.4239435197711,217621,72329,72340,12,13,0.00183699944132491,0.284,0.00704498754817389,0.58
"DMR_93","chr20",25565879,25566513,634,"*",-2.43786347702086,21.9407712931878,251229,81601,81609,9,10,0.00204531896559887,0.284,0.0133229804842482,0.744
"DMR_94","chr7",50132541,50133024,483,"*",-2.49392546790917,19.9514037432734,376501,122393,122400,8,12,0.00226310755915801,0.284,0.0193169013417671,0.86
"DMR_95","chr7",95025407,95026248,841,"*",-1.53217026803716,27.5790648246689,380441,123571,123588,18,24,0.00160027270919541,0.292,0.0049144469590084,0.48
"DMR_96","chr1",109203610,109204377,767,"*",-1.75338276706918,26.3007415060377,21724,6962,6976,15,18,0.00199797361917297,0.292,0.00599392085751891,0.532
"DMR_97","chr6",35108605,35109242,637,"*",-2.53682024098352,17.7577416868847,351270,115755,115761,7,12,0.00213054058916549,0.292,0.0293730529226282,0.916
"DMR_98","chr16",66877873,66879016,1143,"*",-1.74846349375071,26.2269524062607,160078,51844,51858,15,15,0.00202638082702851,0.296,0.00605073527322999,0.54
"DMR_99","chr2",71205052,71206528,1476,"*",-1.88006870741764,24.4408931964293,224491,74353,74365,13,13,0.00250930336057269,0.296,0.0085505695645175,0.624
"DMR_100","chr11",15136059,15136505,446,"*",-2.37868613069825,21.4081751762843,67363,21090,21098,9,9,0.00248089615271715,0.304,0.0149327222627288,0.788
"DMR_101","chr14",93214468,93215209,741,"*",-2.37538667489106,21.3784800740195,130417,42337,42345,9,12,0.00249983429128751,0.304,0.0149990057477251,0.792
"DMR_102","chr22",51016386,51017432,1046,"*",-1.64984378281157,26.3975005249851,274753,87962,87977,16,17,0.00200744268845815,0.32,0.00588976109538194,0.524
"DMR_103","chr7",97501227,97502088,861,"*",-2.06854789320457,24.8225747184548,380696,123705,123716,12,12,0.00217788593559139,0.32,0.00793508006098081,0.608
"DMR_104","chr10",23216637,23217017,380,"*",-2.47863679369822,17.3504575558875,45494,14395,14401,7,8,0.00275549916198737,0.32,0.0318255418674898,0.932
"DMR_105","chr2",74726478,74727010,532,"*",-2.14112925883623,21.4112925883623,225259,74728,74737,10,10,0.00320054541839083,0.324,0.0149327222627288,0.788
"DMR_106","chr19",54369311,54369681,370,"*",-2.13974016343715,21.3974016343715,211396,70504,70513,10,14,0.00321001448767601,0.324,0.0149516604012992,0.788
"DMR_107","chr10",134600295,134600998,703,"*",-1.57761781030845,26.8195027752437,62660,18979,18995,17,17,0.00190328292632117,0.328,0.00552046739325992,0.508
"DMR_108","chr6",29974715,29975366,651,"*",-1.24483302004135,23.6518273807856,349169,110317,110335,19,23,0.00209266431202477,0.336,0.00994252274943896,0.66
"DMR_109","chr10",71892293,71893159,866,"*",-1.81663887917593,23.6163054292871,50781,15730,15742,13,15,0.00307744751768349,0.336,0.00998039902657968,0.66
"DMR_110","chr3",49459591,49460177,586,"*",-2.13249010107233,21.3249010107233,282295,90565,90574,10,12,0.00330470518052781,0.336,0.0151694489948583,0.796
"DMR_111","chr8",127569494,127570125,631,"*",-2.38419863850735,19.0735891080588,406794,130570,130577,8,18,0.00322895262624637,0.344,0.0227068281458615,0.88
"DMR_112","chr6",32076079,32076417,338,"*",-2.39456641555898,16.7619649089129,350163,113530,113536,7,8,0.00364559167479428,0.368,0.0359067107294024,0.944
"DMR_113","chr2",98703108,98703935,827,"*",-1.72169314033923,24.1037039647493,227258,75516,75529,14,14,0.00309638565625385,0.376,0.0090713683752024,0.628
"DMR_114","chr1",41174571,41175199,628,"*",-2.34987903062197,18.7990322449757,12976,3877,3884,8,8,0.00352249377408694,0.376,0.0237484257672313,0.892
"DMR_115","chr7",130125811,130126871,1060,"*",-1.97732148926544,23.7278578711853,385154,125187,125198,12,19,0.00302063310197241,0.384,0.00976261043302054,0.656
"DMR_116","chr10",89419054,89419623,569,"*",-2.26049314812709,20.3444383331438,53953,16389,16397,9,17,0.00357930818979802,0.384,0.0179344172261308,0.836
"DMR_117","chr19",19648335,19649144,809,"*",-2.04363491010479,22.4799840111527,204017,66976,66986,11,11,0.00326682890338709,0.388,0.0121772231007414,0.724
"DMR_118","chr12",58013109,58013651,542,"*",-1.45154002287883,24.6761803889401,96766,31842,31858,17,21,0.00283125171626881,0.4,0.00814339958525477,0.616
"DMR_119","chr10",102822002,102822808,806,"*",-2.35249290914814,16.467450364037,56589,17356,17362,7,13,0.00413798327762364,0.4,0.0381792873578456,0.952
"DMR_120","chr8",144952622,144953114,492,"*",-2.24335679131418,20.1902111218276,410492,131171,131179,9,9,0.0037308132983609,0.404,0.018417339759675,0.84
"DMR_121","chr1",156357704,156358612,908,"*",-2.04687760940037,20.4687760940037,26205,9387,9396,10,10,0.00435577187118278,0.416,0.0175272472468681,0.832
"DMR_122","chr6",31465603,31466187,584,"*",-1.7356564091429,22.5635333188577,349775,111980,111992,13,15,0.00409063793119774,0.42,0.0119310272993267,0.72
"DMR_123","chr19",10541207,10541704,497,"*",-2.30434926598062,18.434794127845,200795,65192,65199,8,8,0.00407169979262738,0.42,0.0255570180007007,0.904
"DMR_124","chr1",180922629,180923847,1218,"*",-2.27146422419914,18.1717137935931,30331,10771,10778,8,10,0.00454515325688638,0.428,0.0269868474627629,0.912
"DMR_125","chr14",24836084,24836555,471,"*",-1.93489561797857,23.2187474157428,121199,39161,39172,12,13,0.00349408656623141,0.432,0.0107095173615385,0.688
"DMR_126","chr1",78511235,78512129,894,"*",-1.93124054142963,23.1748864971556,18978,5919,5930,12,12,0.00353196284337212,0.432,0.0107568627079644,0.688
"DMR_127","chr4",38869118,38869779,661,"*",-1.63314538298483,22.8640353617876,306769,97315,97328,14,17,0.00386338026835342,0.444,0.0113060687265049,0.704
"DMR_128","chr22",23487048,23487588,540,"*",-2.21417030996123,19.9275327896511,266836,85833,85841,9,10,0.00422320490119026,0.444,0.0194399992424745,0.86
"DMR_129","chr10",135192744,135193427,683,"*",-2.20809323759901,19.8728391383911,63111,19136,19144,9,12,0.0042989574554717,0.448,0.0195820352817522,0.864
"DMR_130","chr15",90455635,90456248,613,"*",-2.19305623851912,19.7375061466721,146873,47544,47552,9,15,0.00445046256403458,0.456,0.020046019676726,0.868
"DMR_131","chr1",155290446,155290961,515,"*",-2.24475028379256,17.9580022703405,25896,9183,9190,8,12,0.00492391602829358,0.456,0.0282178264698363,0.912
"DMR_132","chr9",123631142,123631825,683,"*",-2.29387749209376,16.0571424446563,420499,132793,132799,7,9,0.00498073044400466,0.456,0.0416260285776511,0.956
"DMR_133","chr11",67417958,67418365,407,"*",-2.18965626212342,19.7069063591108,75557,24512,24520,9,9,0.0044883388411753,0.46,0.020150179438863,0.868
"DMR_134","chr7",2802374,2803065,691,"*",-1.9857829839973,19.857829839973,369504,120593,120602,10,10,0.00531214786898596,0.464,0.0196009734203225,0.864
"DMR_135","chr13",43148017,43149281,1264,"*",-1.69632649458738,22.0522444296359,112479,36736,36748,13,13,0.004630374880453,0.468,0.0130957228214039,0.744
"DMR_136","chr6",30881112,30881740,628,"*",-1.4369990659756,22.9919850556096,349595,111678,111693,16,46,0.0037308132983609,0.472,0.0110125275786643,0.696
"DMR_137","chr11",65639869,65640577,708,"*",-2.23841003363378,17.9072802690703,74714,23948,23955,8,10,0.00506595206757128,0.476,0.0284924294791065,0.912
"DMR_138","chr15",30114291,30115299,1008,"*",-1.58502494580178,22.1903492412249,135570,43657,43670,14,14,0.0044883388411753,0.484,0.0128495270199892,0.732
"DMR_139","chr17",37856147,37857070,923,"*",-1.95405144592854,21.4945659052139,175437,57149,57159,11,11,0.00459249860331228,0.492,0.0146486501841734,0.78
"DMR_140","chr12",54942853,54943915,1062,"*",-1.47230213486664,22.0845320229996,95883,31201,31215,15,16,0.00442205535617904,0.496,0.013048377474978,0.744
"DMR_141","chr16",51185001,51185772,771,"*",-1.2952556901208,22.0193467320536,157956,51171,51187,17,29,0.00361718446693874,0.504,0.0131904135142557,0.744
"DMR_142","chr5",67584063,67584297,234,"*",-2.22582910587576,15.5808037411303,327489,103046,103052,7,9,0.00631586921321503,0.504,0.0456977283702785,0.956
"DMR_143","chr16",67184900,67185429,529,"*",-2.1352863918362,19.2175775265258,160215,51923,51931,9,10,0.00533108600755632,0.516,0.0221102767808952,0.88
"DMR_144","chr7",29185545,29186541,996,"*",-1.44894748527218,21.7342122790828,373254,121698,121712,15,18,0.00466825115759372,0.52,0.0140047534727812,0.76
"DMR_145","chr8",19170878,19171452,574,"*",-2.12151677010293,19.0936509309264,393615,127085,127093,9,10,0.00556781273968582,0.524,0.0226121374530097,0.88
"DMR_146","chr7",27142200,27143046,846,"*",-1.61380124892067,20.9794162359687,372775,121334,121346,13,23,0.00584241574895604,0.532,0.0161637012698022,0.804
"DMR_147","chr14",103989189,103989789,600,"*",-1.88183203808185,20.7001524189003,133432,43164,43174,11,11,0.00569091064039316,0.532,0.01683600518905,0.824
"DMR_148","chr12",53297213,53298027,814,"*",-2.1491542427251,17.1932339418008,95244,30741,30748,8,8,0.00682719895461475,0.54,0.0328482013502893,0.932
"DMR_149","chr16",8768031,8768700,669,"*",-2.09881288766848,18.8893159890163,152391,49346,49354,9,9,0.00594657551109302,0.544,0.0234454155501056,0.884
"DMR_150","chr19",42070742,42071240,498,"*",-2.17230011480284,15.2061008036199,207480,68589,68595,7,9,0.00748056473529217,0.544,0.0494285416686394,0.956
"DMR_151","chr18",52626476,52627127,651,"*",-2.08363545042244,18.752719053802,192723,63074,63082,9,14,0.00624958572821877,0.552,0.0239756834300757,0.892
"DMR_152","chr7",22395972,22397000,1028,"*",-1.84551471710282,20.300661888131,372000,121106,121116,11,11,0.00644843618320755,0.56,0.0181048604732641,0.84
"DMR_153","chr22",38092643,38093207,564,"*",-1.77463899815493,21.2956679778592,270289,86814,86825,12,12,0.00575719412538942,0.564,0.0152167943412842,0.796
"DMR_154","chr8",86350278,86351195,917,"*",-1.76438530908422,21.1726237090107,401814,129335,129346,12,12,0.00591816830323747,0.564,0.0156144952512618,0.8
"DMR_155","chr15",45421749,45422393,644,"*",-1.50715953763845,21.1002335269383,138201,44660,44673,14,18,0.0056719725018228,0.564,0.0158228147755357,0.8
"DMR_156","chr12",56881561,56882535,974,"*",-1.83900885889076,20.2290974477984,96368,31614,31624,11,11,0.00654312687605935,0.564,0.0183037109282529,0.84
"DMR_157","chr17",17109640,17110353,713,"*",-1.76039546977505,21.1247456373006,171542,55624,55635,12,13,0.00602232806537445,0.568,0.0157375931519691,0.8
"DMR_158","chr9",140446075,140446458,383,"*",-2.0583116351926,18.5248047167334,426323,133618,133626,9,9,0.00678932267747403,0.568,0.0250835645364417,0.892
"DMR_159","chr2",220107847,220108496,649,"*",-2.11120454050885,16.8896363240708,242066,79412,79419,8,8,0.00769835332885131,0.572,0.0350734326323066,0.932
"DMR_160","chr1",175162044,175162553,509,"*",-1.47057634000414,20.588068760058,29510,10534,10547,14,18,0.00621170945107805,0.576,0.0171674226140313,0.824
"DMR_161","chr8",38964784,38965492,708,"*",-1.89304516551793,18.9304516551793,397094,128071,128080,10,14,0.00749950287386253,0.576,0.0232749723029723,0.884
"DMR_162","chr17",38465217,38465510,293,"*",-2.0409070080837,18.3681630727533,175665,57298,57306,9,9,0.00715861637959605,0.58,0.0258600282178265,0.904
"DMR_163","chr6",106428957,106429769,812,"*",-2.04075216852654,18.3667695167388,358256,117942,117950,9,9,0.00716808544888123,0.58,0.0258694972871116,0.904
"DMR_164","chr7",27169740,27170994,1254,"*",-1.38027879025475,20.7041818538213,372802,121393,121407,15,30,0.00544471483897848,0.588,0.01683600518905,0.824
"DMR_165","chr17",1944594,1945160,566,"*",-2.07198279775155,16.5758623820124,167803,54033,54040,8,11,0.00870207467308038,0.6,0.0373838855378905,0.948
"DMR_166","chr5",140864020,140864834,814,"*",-1.99808961658396,17.9828065492556,336160,106370,106378,9,9,0.00826649748596211,0.604,0.0281136667076993,0.912
"DMR_167","chr7",73184526,73184883,357,"*",-2.0645437344855,16.516349875884,378281,122693,122700,8,12,0.00889145605878398,0.604,0.0377531792400125,0.948
"DMR_168","chr20",43976709,43977232,523,"*",-2.06386020553875,16.51088164431,254589,82851,82858,8,12,0.00891039419735434,0.604,0.0377721173785829,0.948
"DMR_169","chr12",14720529,14721020,491,"*",-1.988628965564,17.897660690076,90476,29009,29017,9,13,0.0085032242180916,0.616,0.0285303057562472,0.912
"DMR_170","chr1",36038468,36039885,1417,"*",-1.42661226058274,19.9725716481583,11610,3344,3357,14,14,0.00694082778603691,0.62,0.0192316797182005,0.856
"DMR_171","chr17",74533845,74534700,855,"*",-1.50244575598508,19.531794827806,184083,60598,60610,13,15,0.00800136354597707,0.62,0.0208035452195404,0.868
"DMR_172","chr17",79859809,79859999,190,"*",-2.04092366568553,16.3273893254842,186662,61345,61352,8,8,0.00960163625517248,0.62,0.0393723900877783,0.952
"DMR_173","chr3",186857139,186857537,398,"*",-1.98391426115415,17.8552283503874,298883,95518,95526,9,10,0.0086926056037952,0.624,0.0288238469040878,0.912
"DMR_174","chr3",160167507,160167977,470,"*",-1.7608672584738,19.3695398432118,295662,94604,94614,11,14,0.00835171910952873,0.632,0.0213811584459363,0.868
