"","seqnames","start","end","width","strand","value","area","cluster","indexStart","indexEnd","L","clusterL","p.value","fwer","p.valueArea","fwerArea"
"DMR_27","chr8",19539991,19540809,818,"*",-1.82928304291763,20.122113472094,393696,127104,127114,11,11,0.00131628431741256,0.276,0.00780816275363097,0.72
"DMR_28","chr6",31543219,31543686,467,"*",-1.73283825726541,20.7940590871849,349821,112068,112079,12,12,0.00142373609842583,0.28,0.00685900535468042,0.672
"DMR_29","chr14",24779959,24780926,967,"*",-1.55114635233279,21.716048932659,121163,39126,39139,14,15,0.00147746198893247,0.308,0.00574867028420996,0.636
"DMR_30","chr1",155107224,155107961,737,"*",-2.06062013750952,16.4849611000761,25800,9048,9055,8,18,0.00154909650960798,0.312,0.0169505184548434,0.864
"DMR_31","chr15",41805868,41806526,658,"*",-1.75344495878264,19.2878945466091,137462,44240,44250,11,12,0.00177295438671896,0.316,0.00925876179731012,0.752
"DMR_32","chr8",38831148,38831693,545,"*",-1.88134453384005,18.8134453384005,397070,128044,128053,10,11,0.00147746198893247,0.316,0.0102258278264296,0.776
"DMR_33","chr15",78555890,78557094,1204,"*",-1.4430453404505,21.6456801067576,144702,46843,46857,15,15,0.00168341123587457,0.32,0.00582925911996991,0.636
"DMR_34","chr5",178986131,178986906,775,"*",-1.53063307158941,21.4288630022517,342791,108131,108144,14,14,0.00154014219452354,0.32,0.00598148247640538,0.64
"DMR_35","chr17",37123638,37123949,311,"*",-1.96013973667604,17.6412576300843,175211,57014,57022,9,10,0.00164759397553681,0.32,0.0129568939271835,0.84
"DMR_36","chr6",32121055,32121555,500,"*",-1.22116227398703,23.2020832057536,350187,113705,113723,19,76,0.0013700102079192,0.328,0.00411003062375759,0.568
"DMR_37","chr1",92952297,92953279,982,"*",-1.50515059968731,21.0721083956223,20401,6402,6415,14,25,0.00176400007163452,0.336,0.00639338097028958,0.652
"DMR_38","chr1",9884565,9884950,385,"*",-1.94819516205096,17.5337564584587,3907,942,950,9,10,0.00171027418112789,0.336,0.0133150665305611,0.848
"DMR_39","chr12",7055452,7056008,556,"*",-1.94730596154191,17.5257536538772,89144,28633,28641,9,12,0.00171027418112789,0.336,0.0133419294758144,0.848
"DMR_40","chr16",725142,725862,720,"*",-1.93694428661519,17.4324985795367,149625,48252,48260,9,13,0.00175504575655008,0.34,0.013619513243432,0.848
"DMR_41","chr1",32827389,32828105,716,"*",-1.84856185027813,18.4856185027813,10896,3055,3064,10,12,0.00166550260570569,0.344,0.010825766937087,0.8
"DMR_42","chr6",32904074,32905320,1246,"*",-1.6446151290906,19.7353815490872,350457,114237,114248,12,12,0.00217589856551872,0.348,0.00848869070004835,0.736
"DMR_43","chr19",41882069,41882741,672,"*",-1.53900973324078,20.0071265321301,207428,68543,68555,13,13,0.00206844678450545,0.368,0.00796934042515088,0.72
"DMR_44","chr6",30698584,30698987,403,"*",-1.68464655252985,18.5311120778283,349504,111488,111498,11,11,0.00250720822364297,0.384,0.0107183151560737,0.792
"DMR_45","chr9",130524573,130525059,486,"*",-1.90174040030438,17.1156636027394,422225,133048,133056,9,9,0.00212217267501209,0.388,0.0146134422178048,0.852
"DMR_46","chr22",19710566,19711327,761,"*",-1.96988642147013,15.759091371761,265935,85540,85547,8,13,0.00216694425043428,0.396,0.019878579487455,0.908
"DMR_47","chr4",76555347,76556042,695,"*",-1.7654480484837,17.654480484837,309647,98231,98240,10,10,0.00242661938788302,0.404,0.0129300309819302,0.84
"DMR_48","chr12",752646,753199,553,"*",-1.98268116702457,13.878768169172,87281,27975,27981,7,9,0.00241766507279858,0.416,0.0317251383441681,0.956
"DMR_49","chr10",99080318,99081016,698,"*",-1.97158909435253,13.8011236604677,55646,16939,16945,7,9,0.00249825390855853,0.42,0.03225344293415,0.956
"DMR_50","chr11",2291652,2292544,892,"*",-1.35412231719919,20.3118347579879,64405,19794,19808,15,39,0.00268629452533176,0.428,0.0075395333010978,0.716
"DMR_51","chr1",109203610,109204377,767,"*",-1.34178019108265,20.1267028662397,21724,6962,6976,15,18,0.00287433514210498,0.452,0.00780816275363097,0.72
"DMR_52","chr12",6755816,6756751,935,"*",-1.91417441350381,15.3133953080305,88973,28461,28468,8,8,0.00275792904600727,0.468,0.0221798384641559,0.928
"DMR_53","chr14",88458917,88460351,1434,"*",-1.26343542839947,20.2149668543914,129343,42017,42032,16,16,0.00304446712870933,0.472,0.00762907645194219,0.716
"DMR_54","chr7",29185545,29187019,1474,"*",-1.06788100135505,19.2218580243908,373254,121698,121715,18,18,0.00268629452533176,0.488,0.00940203083866115,0.752
"DMR_55","chr11",66103334,66104159,825,"*",-1.6571624172033,16.571624172033,74950,24130,24139,10,10,0.00403839610308208,0.488,0.0166639803721413,0.864
"DMR_56","chr21",34774627,34775045,418,"*",-1.89508045688275,13.2655631981792,261437,84478,84484,7,9,0.00349218288293128,0.524,0.036658965955694,0.956
"DMR_57","chr2",33359198,33359688,490,"*",-1.61077663466131,16.1077663466131,219020,72887,72896,10,11,0.00486219309085048,0.536,0.0183742545532692,0.888
"DMR_58","chr11",15136059,15136505,446,"*",-1.77305140332896,15.9574626299607,67363,21090,21098,9,9,0.0038145382259711,0.536,0.0190816454449399,0.9
"DMR_59","chr6",33244752,33245359,607,"*",-1.38489863387438,18.0036822403669,350627,114900,114912,13,48,0.00419957377460198,0.544,0.0120166908433174,0.816
"DMR_60","chr6",149805995,149806659,664,"*",-1.54920750755069,17.0412825830576,363648,119417,119427,11,11,0.00461147226848618,0.544,0.0148731173552535,0.852
"DMR_61","chr1",66998484,66999753,1269,"*",-1.30329002464324,18.2460603450053,18017,5539,5552,14,18,0.00450402048747291,0.556,0.0114077974175755,0.804
"DMR_62","chr14",105714589,105715025,436,"*",-1.75454923915299,15.7909431523769,134233,43338,43346,9,18,0.00409212199358871,0.56,0.0196815845555973,0.908
"DMR_63","chr6",32076079,32076417,338,"*",-1.86383449827522,13.0468414879265,350163,113530,113536,7,8,0.00410107630867315,0.564,0.0386378695893551,0.964
"DMR_64","chr6",30297174,30297627,453,"*",-1.74131874791153,15.6718687312037,349345,110825,110833,9,9,0.00444134028188184,0.572,0.0202994322964236,0.908
"DMR_65","chr2",157291262,157292411,1149,"*",-1.580406232747,15.80406232747,234235,76890,76899,10,10,0.00559644692777449,0.576,0.0196189043500063,0.904
"DMR_66","chr10",5488225,5488628,403,"*",-1.72031920483332,15.4828728434998,42754,13742,13750,9,11,0.00488010172101936,0.58,0.0213112699009653,0.928
"DMR_67","chr10",134150119,134150760,641,"*",-1.49511294658932,16.4462424124826,62380,18950,18960,11,11,0.00574867028420996,0.592,0.0170579702358567,0.868
"DMR_68","chr16",66877873,66879016,1143,"*",-1.18310730120369,17.7466095180553,160078,51844,51858,15,15,0.00479951288525941,0.608,0.0127151274199037,0.836
"DMR_69","chr15",75639113,75639998,885,"*",-1.24712092135768,17.4596928990075,144070,46644,46657,14,15,0.00553376672218342,0.612,0.0135568330378409,0.848
"DMR_70","chr1",39874802,39875069,267,"*",-1.42441724965414,17.0930069958497,12601,3654,3665,12,12,0.00556062966743674,0.616,0.0146671681083114,0.852
"DMR_71","chr7",27187372,27188020,648,"*",-1.53305788441347,15.3305788441347,372816,121460,121469,10,14,0.00676946220383603,0.616,0.0221350668887337,0.928
"DMR_72","chr19",13135318,13135808,490,"*",-1.53229509784241,15.3229509784241,201718,65895,65904,10,10,0.00682318809434266,0.616,0.022161929833987,0.928
"DMR_73","chr12",104697126,104697620,494,"*",-1.42101882718403,17.0522259262083,101705,33495,33506,12,12,0.00565912713336557,0.62,0.0148373000949157,0.852
"DMR_74","chr2",220083241,220083951,710,"*",-1.46742600042164,16.1416860046381,242048,79379,79389,11,13,0.0064202439155429,0.62,0.0182309855119182,0.884
"DMR_75","chr1",204182957,204183655,698,"*",-1.31774790475472,17.1307227618114,33405,11537,11549,13,13,0.00573076165404108,0.624,0.0145955335876359,0.852
"DMR_76","chr10",71892293,71893159,866,"*",-1.31533893060871,17.0994060979133,50781,15730,15742,13,15,0.00578448754454772,0.624,0.0146492594781425,0.852
"DMR_77","chr17",4802532,4803053,521,"*",-1.51976228962934,15.1976228962934,168831,54356,54365,10,11,0.00723508658822687,0.628,0.0227708232597289,0.928
"DMR_78","chr12",54942782,54943784,1002,"*",-1.1291457348824,16.9371860232361,95883,31200,31214,15,16,0.00549794946184566,0.644,0.0152939701642221,0.856
"DMR_79","chr17",47440006,47440217,211,"*",-1.79223480613437,12.5456436429406,178552,58761,58767,7,9,0.00556062966743674,0.652,0.043732874872401,0.964
"DMR_80","chr7",27183133,27183816,683,"*",-1.25612210385842,16.3295873501595,372815,121414,121426,13,42,0.00710077186196028,0.676,0.0175594118805853,0.876
"DMR_81","chr17",38465217,38465510,293,"*",-1.62967633720638,14.6670870348574,175665,57298,57306,9,9,0.0073335840541557,0.684,0.0258600619638604,0.94
"DMR_82","chr4",186732926,186733060,134,"*",1.77645611526321,12.4351928068425,319318,101285,101291,7,10,0.00602625405182758,0.684,0.0447447124769426,0.964
"DMR_83","chr14",50864205,50864415,210,"*",-1.72364885004717,13.7891908003774,123044,39954,39961,8,11,0.00644710686079622,0.696,0.0323340317699099,0.956
"DMR_84","chr19",3708008,3708509,501,"*",-1.40154317229283,15.4169748952211,198348,64124,64134,11,12,0.00868568563190602,0.704,0.0216783968194273,0.928
"DMR_85","chr4",159131110,159131626,516,"*",-1.75771967323249,12.3040377126274,316864,100582,100588,7,10,0.0064650154909651,0.704,0.0461505399451996,0.968
"DMR_86","chr16",48399731,48400154,423,"*",-1.71029635398161,13.6823708318529,157305,51065,51072,8,8,0.00688586829993374,0.712,0.0330772399219184,0.956
"DMR_87","chr16",1538347,1538826,479,"*",-1.70553558702442,13.6442846961954,150283,48512,48519,8,8,0.00699332008094701,0.712,0.0333637780046204,0.956
"DMR_88","chr18",13610941,13611489,548,"*",-1.38826643080394,15.2709307388433,189393,62158,62168,11,14,0.00930353337273232,0.716,0.0224216049714357,0.928
"DMR_89","chr14",24803679,24804342,663,"*",-1.38633313956574,15.2496645352231,121184,39140,39150,11,11,0.00940203083866115,0.716,0.0225380110675334,0.928
"DMR_90","chr1",76540110,76540641,531,"*",-1.37562960752149,15.1319256827364,18753,5843,5853,11,11,0.00985870090796755,0.72,0.0231289958631064,0.932
"DMR_91","chr3",152016594,152017293,699,"*",-1.69725038532613,13.578003082609,294712,94257,94264,8,8,0.00727090384856462,0.724,0.0339278998549401,0.956
"DMR_92","chr1",11795746,11796172,426,"*",-1.37004226585126,15.0704649243639,4610,1166,1176,11,13,0.0101631476208385,0.728,0.0234692598363151,0.936
"DMR_93","chr1",201857693,201857955,262,"*",-1.44475195931121,14.4475195931121,32660,11309,11318,10,16,0.00984974659288311,0.728,0.0273643868980462,0.944
"DMR_94","chr19",11689614,11689997,383,"*",-1.58890825977188,14.3001743379469,201297,65455,65463,9,11,0.00868568563190602,0.74,0.0285911280646143,0.944
"DMR_95","chr1",180922629,180923683,1054,"*",-1.71639282189384,12.0147497532569,30331,10771,10777,7,10,0.00788875158939093,0.74,0.0495084081018643,0.972
"DMR_96","chr3",46448496,46449313,817,"*",-1.15350418242379,14.9955543715092,281388,89918,89930,13,13,0.00987660953813643,0.76,0.0239617471659593,0.94
"DMR_97","chr8",144952622,144953114,492,"*",-1.56590491983113,14.0931442784802,410492,131171,131179,9,9,0.00962588871577213,0.764,0.0299611382725335,0.956
"DMR_98","chr22",45809543,45810043,500,"*",-1.55546308343647,13.9991677509282,272903,87684,87692,9,15,0.00999301563423414,0.764,0.0307312093697953,0.956
"DMR_99","chr20",62367372,62368256,884,"*",-1.27003780068632,15.2404536082359,259556,84046,84057,12,13,0.010521320224216,0.772,0.0225917369580401,0.928
"DMR_100","chr5",134735544,134736026,482,"*",-1.550476029452,13.954284265068,334680,105485,105493,9,18,0.010234782141514,0.772,0.0310356560826662,0.956
"DMR_101","chr12",1609245,1609741,496,"*",-1.52618398280141,13.7356558452127,87447,27994,28002,9,10,0.0112824370063934,0.78,0.0327190673185408,0.956
"DMR_102","chr13",80054976,80055241,265,"*",-1.50998918159411,13.589902634347,115475,37583,37591,9,9,0.0120256451584018,0.788,0.0338114937588424,0.956
"DMR_103","chr6",35992082,35992691,609,"*",-1.37802796605586,13.7802796605586,351504,115829,115838,10,11,0.0135836959830943,0.792,0.0324235749207543,0.956
"DMR_104","chr7",150548765,150549472,707,"*",-1.62497422668594,12.9997938134875,388088,126003,126010,8,8,0.0101004674152474,0.812,0.0390318594530704,0.964
"DMR_105","chr15",26109204,26109614,410,"*",-1.22654935848663,14.7185923018396,135081,43556,43567,12,29,0.0123032289260194,0.816,0.0254929350453984,0.94
"DMR_106","chr3",23851254,23851909,655,"*",-1.46846680522096,13.2162012469886,278193,88897,88905,9,12,0.0140493203674851,0.82,0.0370440015043249,0.956
"DMR_107","chr12",49487944,49488709,765,"*",-1.46012108801465,13.1410897921319,94003,30188,30196,9,10,0.0146223965328892,0.824,0.0378051182865023,0.956
"DMR_108","chr2",220107847,220108496,649,"*",-1.59391882566253,12.7513506053002,242066,79412,79419,8,8,0.0115152491985888,0.828,0.0415390676767134,0.964
"DMR_109","chr1",156357704,156358612,908,"*",-1.33162950900315,13.3162950900315,26205,9387,9396,10,10,0.0166908433173947,0.84,0.0362649760919787,0.956
"DMR_110","chr16",31469310,31469562,252,"*",-1.57691747078491,12.6153397662793,156772,50906,50913,8,16,0.0123121832411039,0.84,0.0430433926108992,0.964
"DMR_111","chr6",32825045,32826281,1236,"*",-1.20289405690403,14.4347286828484,350435,114186,114197,12,12,0.0132076147495478,0.844,0.027462884363975,0.944
"DMR_112","chr12",53297213,53298027,814,"*",-1.52631895090087,12.210551607207,95244,30741,30748,8,8,0.0153029244793066,0.856,0.0473772811117678,0.968
"DMR_113","chr11",74178462,74178883,421,"*",-1.52151424419914,12.1721139535932,77728,25086,25093,8,10,0.0155625996167553,0.86,0.0477981339207364,0.968
"DMR_114","chr19",10541207,10541704,497,"*",-1.50955413721658,12.0764330977327,200795,65192,65199,8,8,0.0163953509196082,0.86,0.0488010172101936,0.972
"DMR_115","chr20",20036632,20037346,714,"*",-1.50075164155066,12.0060131324053,250307,81454,81461,8,8,0.0168788839341679,0.86,0.0495979512527087,0.972
"DMR_116","chr2",201450323,201450743,420,"*",-1.25840549643582,13.842460460794,239122,78597,78607,11,14,0.0156431884525153,0.872,0.0319937677967012,0.956
"DMR_117","chr17",48585465,48586147,682,"*",-1.25383303010742,13.7921633311816,179038,58979,58989,11,14,0.015902863589964,0.876,0.0323071688246566,0.956
"DMR_118","chr3",127633887,127634587,700,"*",-1.2983400542579,12.983400542579,291194,93062,93071,10,11,0.0192338688013754,0.876,0.0391393112340837,0.964
"DMR_119","chr19",55549414,55549907,493,"*",-1.40749798588039,12.6674818729235,211748,70665,70673,9,9,0.0185175235946202,0.876,0.0424165905549884,0.964
"DMR_120","chr12",322587,322983,396,"*",-1.21419146210438,13.3561060831482,87146,27924,27934,11,20,0.0183563459231003,0.896,0.0359157578036856,0.956
"DMR_121","chr14",24640895,24641501,606,"*",-1.21208250515698,13.3329075567268,121079,39016,39026,11,12,0.0184727520191981,0.896,0.0361575243109655,0.956
"DMR_122","chr17",7348316,7348736,420,"*",-1.28580856266505,12.8580856266505,169613,54918,54927,10,12,0.0202188434606637,0.896,0.0403033721950608,0.964
"DMR_123","chr8",144654887,144655553,666,"*",-1.28369187514273,12.8369187514273,410278,131027,131036,10,10,0.0203442038718458,0.896,0.0405093214420029,0.964
"DMR_124","chr7",130125932,130126871,939,"*",-1.26841836389077,12.6841836389077,385154,125189,125198,10,19,0.0216157166138362,0.92,0.0422554128834685,0.964
"DMR_125","chr20",45985311,45985741,430,"*",-1.25448767756332,12.5448767756332,255200,83120,83129,10,11,0.0227350059993911,0.928,0.0437418291874854,0.964
"DMR_126","chr5",141030927,141031380,453,"*",-1.14712728925204,12.6184001817725,336236,106401,106411,11,15,0.0223320618205913,0.932,0.0430075753505614,0.964
"DMR_127","chr3",179754239,179755285,1046,"*",-1.12640504613391,12.3904555074731,297462,95019,95029,11,11,0.0235140314117373,0.94,0.0451745196009957,0.964
"DMR_128","chr6",30039380,30039801,421,"*",-1.22218643497472,12.2218643497472,349220,110417,110426,10,28,0.025627249771665,0.94,0.0472340120704167,0.968
"DMR_129","chr17",17109640,17110207,567,"*",-1.21966670484481,12.1966670484481,171542,55624,55633,10,13,0.0258690162789448,0.944,0.0475295044682032,0.968
"DMR_130","chr2",160918900,160919532,632,"*",-1.2052150386051,12.052150386051,234687,76977,76986,10,13,0.0271315747058507,0.948,0.0490965096079801,0.972
"DMR_131","chr14",74100355,74100987,632,"*",-1.19971456883656,11.9971456883656,127475,41385,41394,10,11,0.0275613818299038,0.948,0.0496695857733842,0.972
