"","seqnames","start","end","width","strand","value","area","cluster","indexStart","indexEnd","L","clusterL","p.value","fwer","p.valueArea","fwerArea"
"DMR_15","chr9",114287214,114287528,314,"*",-1.81532990232415,10.8919794139449,419311,132646,132651,6,8,0.00415990102837702,0.592,0.0392561663960411,0.976
"DMR_16","chr11",32449821,32450692,871,"*",-1.79948006867037,12.5963604806926,69232,21705,21711,7,11,0.00405165081574267,0.596,0.0263743910925539,0.968
"DMR_17","chr11",14993818,14994644,826,"*",-1.01657042462709,16.2651267940335,67339,21055,21070,16,40,0.00276038042217583,0.612,0.0110105930565221,0.884
"DMR_18","chr13",37004536,37005115,579,"*",-1.30519746428753,18.2727645000254,111725,36501,36514,14,24,0.00252841568081652,0.616,0.00716771050800278,0.844
"DMR_19","chr8",11057947,11059241,1294,"*",-1.27896852828773,17.9055593960283,392636,126826,126839,14,17,0.00272945178999459,0.624,0.00782494394185417,0.864
"DMR_20","chr3",195489708,195490309,601,"*",1.72978708584328,13.8382966867462,300523,95796,95803,8,8,0.00473208072372999,0.632,0.0196319492770432,0.948
"DMR_21","chr20",62367372,62368256,884,"*",1.460392796473,17.524713557676,259556,84046,84057,12,13,0.00326297069512101,0.644,0.00853630248202273,0.868
"DMR_22","chr16",69140892,69141478,586,"*",-1.58098898978193,15.8098898978193,160947,52460,52469,10,12,0.00394340060310833,0.648,0.012402381504678,0.908
"DMR_23","chr22",22901569,22902047,478,"*",1.53952930261248,16.9348223287372,266698,85801,85811,11,13,0.00355679270084281,0.656,0.00968066187272868,0.872
"DMR_24","chr1",25291385,25292059,674,"*",1.66149355289484,14.9534419760535,8601,2113,2121,9,13,0.00455424108868785,0.66,0.0152710121394881,0.92
"DMR_25","chr15",41805868,41806588,720,"*",1.43667490427323,17.2400988512787,137462,44240,44251,12,12,0.00352586406866156,0.672,0.00906208922910384,0.868
"DMR_26","chr13",47472050,47472429,379,"*",1.51295806284733,16.6425386913207,113259,36927,36937,11,11,0.00383515039047398,0.68,0.0101987164617645,0.88
"DMR_27","chr6",10521309,10521715,406,"*",-1.7066969682696,10.2401818096176,345535,108681,108686,6,9,0.00653367354828733,0.688,0.0463001623753189,0.984
"DMR_28","chr4",186732926,186733060,134,"*",-1.66455642844496,11.6518949991147,319318,101285,101291,7,10,0.00675017397355602,0.724,0.0331786901724271,0.976
"DMR_29","chr12",47219626,47219958,332,"*",-1.48277116513371,14.8277116513371,93429,29883,29892,10,13,0.00548210005412511,0.728,0.0155880306193459,0.924
"DMR_30","chr6",32049053,32049829,776,"*",1.46131640409723,16.0744804450695,350134,113414,113424,11,14,0.0046624913013222,0.74,0.0116600943323282,0.9
"DMR_31","chr3",46506206,46506864,658,"*",-1.18618983379383,15.4204678393198,281402,89932,89944,13,14,0.00473208072372999,0.748,0.0135467408953839,0.908
"DMR_32","chr19",55549414,55549907,493,"*",1.58775517170366,14.289796545333,211748,70665,70673,9,9,0.00581458285007346,0.748,0.0176911776076703,0.936
"DMR_33","chr6",28226827,28227220,393,"*",-1.34087032081669,16.0904438498003,348678,109509,109520,12,18,0.00501043841336117,0.764,0.0116214335421016,0.9
"DMR_34","chr2",239008705,239009502,797,"*",1.56861423256103,14.1175280930492,245693,80152,80160,9,9,0.00617799427820305,0.764,0.0184411969380654,0.944
"DMR_35","chr2",162273011,162274436,1425,"*",-1.09526633173211,15.3337286442496,234904,77069,77082,14,14,0.00463156266914096,0.768,0.0138405629011057,0.908
"DMR_36","chr7",2802374,2803065,691,"*",1.45723395461092,14.5723395461092,369504,120593,120602,10,10,0.00604654759143277,0.768,0.0165777468491456,0.928
"DMR_37","chr11",2161318,2161894,576,"*",-1.16299302209701,15.1189092872611,64333,19731,19743,13,32,0.00508002783576896,0.776,0.0146292430217274,0.916
"DMR_38","chr17",9862752,9863081,329,"*",-1.45233696984831,14.5233696984831,170504,55379,55388,10,12,0.00612386917188587,0.776,0.0167555864841877,0.928
"DMR_39","chr22",38092643,38093207,564,"*",-1.30296416765652,15.6355700118783,270289,86814,86825,12,12,0.00558261810871414,0.792,0.0128663109873966,0.908
"DMR_40","chr19",8372814,8373608,794,"*",1.280275183635,15.36330220362,200208,64840,64851,12,12,0.00600788680120622,0.8,0.0137091162143354,0.908
"DMR_41","chr1",6105764,6106539,775,"*",1.0477522452137,14.6685314329917,2406,654,667,14,14,0.00511095646795021,0.804,0.0161679424727441,0.928
"DMR_42","chr8",102503892,102504903,1011,"*",-1.04232371921802,14.5925320690523,403690,129927,129940,14,14,0.00514188510013145,0.804,0.0165313539008737,0.928
"DMR_43","chr16",8806359,8806756,397,"*",-1.51931996962337,13.6738797266103,152400,49355,49363,9,15,0.0072527642465012,0.804,0.0204283615557102,0.952
"DMR_44","chr5",150284416,150284796,380,"*",-1.39969528608544,13.9969528608544,338039,106898,106907,10,13,0.0076239078326761,0.808,0.0189205907368747,0.944
"DMR_45","chr6",33084479,33084933,454,"*",-1.12739556811685,14.656142385519,350528,114480,114492,13,15,0.00572952911157504,0.812,0.0162066032629707,0.928
"DMR_46","chr6",32116538,32117088,550,"*",-1.00407904677563,14.0571066548589,350184,113650,113663,14,27,0.00542024278976262,0.816,0.0186886259955153,0.944
"DMR_47","chr10",102279330,102279791,461,"*",-1.36191467051707,13.6191467051707,56355,17241,17250,10,14,0.00878373153947267,0.824,0.0206757906131601,0.952
"DMR_48","chr15",26109204,26109614,410,"*",1.23480635808312,14.8176762969974,135081,43556,43567,12,29,0.00695121008273409,0.832,0.0155880306193459,0.924
"DMR_49","chr6",30292220,30292755,535,"*",1.55281211167246,10.8696847817072,349341,110783,110789,7,31,0.0102683058841723,0.848,0.039526791927627,0.976
"DMR_50","chr12",122018897,122019117,220,"*",-1.52725720080765,10.6908004056535,105731,34867,34873,7,17,0.0113121472202892,0.856,0.0414520992809093,0.98
"DMR_51","chr6",35108605,35109242,637,"*",1.51897153408177,10.6328007385724,351270,115755,115761,7,12,0.0116910229645094,0.856,0.0419701538699451,0.98
"DMR_52","chr14",24780540,24780926,386,"*",1.26283566545865,13.8911923200451,121163,39129,39139,11,15,0.00920900023196474,0.864,0.0194231810098198,0.944
"DMR_53","chr1",9884565,9884732,167,"*",1.50071428545704,12.0057142836564,3907,942,949,8,10,0.0107554318410268,0.864,0.0305033634887497,0.968
"DMR_54","chr2",84517738,84517950,212,"*",1.50398793608421,10.5279155525895,225834,74962,74968,7,9,0.0124178458207686,0.868,0.0430294595221526,0.984
"DMR_55","chr11",86085366,86086101,735,"*",-1.29148798398889,12.9148798398889,79479,25608,25617,10,10,0.0114203974329235,0.872,0.0244954766875435,0.968
"DMR_56","chr17",43324609,43325323,714,"*",1.4971839725997,10.4802878081979,177460,58248,58254,7,9,0.0127425964586716,0.872,0.0434933890048713,0.984
"DMR_57","chr14",66973919,66974163,244,"*",-1.4966443295725,10.4765103070075,125892,40950,40956,7,17,0.0127657929328075,0.872,0.0435243176370525,0.984
"DMR_58","chr2",176986938,176987605,667,"*",-1.27599311430721,12.7599311430721,236794,77712,77721,10,12,0.0120003092863218,0.88,0.0252841568081652,0.968
"DMR_59","chr11",66314152,66314378,226,"*",-1.38480323573044,12.463229121574,75038,24196,24204,9,19,0.0120930951828655,0.884,0.0272790535838553,0.968
"DMR_60","chr17",79004850,79005662,812,"*",1.38388152855136,12.4549337569622,186130,61020,61028,9,9,0.0121240238150468,0.888,0.0273177143740818,0.968
"DMR_61","chr20",748992,749620,628,"*",1.37376031869515,12.3638428682563,247622,80548,80556,9,9,0.0125570246655842,0.892,0.0280677337044769,0.968
"DMR_62","chr10",62332352,62332846,494,"*",-1.36439085189262,12.2795176670336,49602,15315,15323,9,9,0.0129359004098044,0.896,0.0287095028222377,0.968
"DMR_63","chr8",23563859,23564490,631,"*",-1.24327137522246,12.4327137522246,394681,127395,127404,10,16,0.0135390087373386,0.904,0.0275110183252146,0.968
"DMR_64","chr6",149805995,149806659,664,"*",1.16009343213384,12.7610277534722,363648,119417,119427,11,11,0.0127967215649888,0.908,0.0252764246501198,0.968
"DMR_65","chr3",147125712,147125962,250,"*",-1.23229068316615,12.3229068316615,293936,94040,94049,10,28,0.0140647954844197,0.912,0.02839248434238,0.968
"DMR_66","chr10",134150451,134150760,309,"*",1.42265633126377,11.3812506501102,62380,18953,18960,8,11,0.0144050104384134,0.912,0.0352818371607516,0.976
"DMR_67","chr5",67583961,67584297,336,"*",-1.3374834663373,12.0373511970357,327489,103044,103052,9,9,0.0141807778550994,0.916,0.0302945952215263,0.968
"DMR_68","chr6",30859977,30860529,552,"*",1.15250465654247,12.6775512219671,349577,111627,111637,11,14,0.0131678651511637,0.92,0.0258563365035181,0.968
"DMR_69","chr1",190444666,190445262,596,"*",-1.32341104971613,11.9106994474451,31469,11042,11050,9,10,0.0149385293435398,0.92,0.031206989870873,0.968
"DMR_70","chr8",9952610,9953197,587,"*",1.40109754995219,11.2087803996176,392327,126780,126787,8,8,0.015665352199799,0.92,0.0367432150313152,0.976
"DMR_71","chr8",38831148,38831857,709,"*",-1.13885034894927,12.5273538384419,397070,128044,128054,11,11,0.0137323126884714,0.928,0.0268924456815897,0.968
"DMR_72","chr10",135202522,135203200,678,"*",1.38957407357518,11.1165925886015,63113,19148,19155,8,8,0.0163999072141035,0.928,0.0375241629938916,0.976
"DMR_73","chr6",32847530,32847845,315,"*",-1.13829886121567,12.5212874733724,350444,114198,114208,11,11,0.0137632413206526,0.932,0.0269156421557257,0.968
"DMR_74","chr19",9609335,9609786,451,"*",-1.18475312185932,11.8475312185932,200476,64967,64976,10,15,0.0166473362715534,0.932,0.0317327766179541,0.972
"DMR_75","chr1",203733914,203734559,645,"*",1.28249701798286,11.5424731618457,33274,11520,11528,9,9,0.0172891053893142,0.932,0.0339441738189129,0.976
"DMR_76","chr17",46799640,46800028,388,"*",-1.27319336618789,11.458740295691,178365,58615,58623,9,9,0.0179463388231655,0.936,0.0346400680429908,0.976
"DMR_77","chr12",1608961,1609549,588,"*",1.26708302543623,11.403747228926,87447,27993,28001,9,10,0.0182401608288873,0.936,0.0350808010515735,0.976
"DMR_78","chr22",42394374,42394853,479,"*",-1.36060437270906,10.8848349816724,271770,87324,87331,8,11,0.0182015000386608,0.936,0.0393566844506302,0.976
"DMR_79","chr1",41174571,41175199,628,"*",1.35511133781655,10.8408907025324,12976,3877,3884,8,8,0.0186190365731076,0.936,0.03985154256553,0.976
"DMR_80","chr1",60539362,60539675,313,"*",-1.24487930433044,11.203913738974,17105,5268,5276,9,11,0.0199489677569009,0.94,0.0367896079795871,0.976
"DMR_81","chr5",37835506,37836246,740,"*",-1.06331247879721,12.7597497455666,324588,102105,102116,12,12,0.0112270934817908,0.944,0.0252841568081652,0.968
"DMR_82","chr12",322587,322920,333,"*",1.23198804683713,11.0878924215342,87146,27924,27932,9,20,0.0207840408257945,0.944,0.0377406634191603,0.976
"DMR_83","chr17",46651722,46652550,828,"*",1.12187714144045,12.3406485558449,178272,58517,58527,11,11,0.014520992809093,0.948,0.028268769813655,0.968
"DMR_84","chr12",81331457,81332050,593,"*",-1.22182093238844,10.996388391496,99189,32635,32643,9,9,0.0215495244722802,0.948,0.0384288254851929,0.976
"DMR_85","chr8",87081654,87082065,411,"*",-1.33620411991288,10.689632959303,401868,129347,129354,8,8,0.0200417536534447,0.952,0.0414598314389546,0.98
"DMR_86","chr16",66612955,66613407,452,"*",1.09419332795922,12.0361266075515,159996,51803,51813,11,12,0.0156112270934818,0.956,0.0302945952215263,0.968
"DMR_87","chr6",6007397,6007964,567,"*",-1.09203425509104,12.0123768060015,344865,108534,108544,11,18,0.0156962808319802,0.956,0.0304337740663419,0.968
"DMR_88","chr6",30130819,30131219,400,"*",1.32738238462457,10.6190590769966,349283,110597,110604,8,27,0.0206835227712054,0.956,0.0421016005567154,0.98
"DMR_89","chr22",26137524,26138429,905,"*",1.08206867363976,11.9027554100374,267486,86048,86058,11,11,0.0160828887342457,0.96,0.0312533828191448,0.972
"DMR_90","chr6",10415077,10415801,724,"*",-1.0746798287838,11.8214781166218,345500,108631,108641,11,19,0.0163225856336504,0.96,0.0319415448851775,0.972
"DMR_91","chr6",32013974,32014739,765,"*",1.07204664518729,11.7925130970602,350102,113304,113314,11,23,0.0163767107399675,0.96,0.0321425809943555,0.972
"DMR_92","chr6",28641704,28642394,690,"*",-1.06006559268594,11.6607215195453,348796,109723,109733,11,13,0.0167710508002784,0.96,0.0331400293822006,0.976
"DMR_93","chr1",2004968,2005564,596,"*",1.04918196690108,11.5410016359118,787,307,317,11,24,0.0171189979123173,0.96,0.0339596381350035,0.976
"DMR_94","chr5",16180033,16180419,386,"*",-1.14340476124018,11.4340476124018,322933,101789,101798,10,10,0.0190211087914637,0.96,0.0348411041521689,0.976
"DMR_95","chr7",100880751,100881367,616,"*",-1.17232680146299,10.5509412131669,381765,124234,124242,9,9,0.0254310678110261,0.96,0.0428052269388386,0.98
"DMR_96","chr2",220325109,220326041,932,"*",1.10882006706612,11.0882006706612,242169,79507,79516,10,10,0.0210855949895616,0.968,0.0377406634191603,0.976
"DMR_97","chr3",164913828,164914812,984,"*",-1.09688905400921,10.9688905400921,295856,94684,94693,10,14,0.0217118997912317,0.968,0.0386762545426429,0.976
"DMR_98","chr14",24641021,24641706,685,"*",-1.08842126545664,10.8842126545664,121079,39018,39027,10,12,0.0221835614319957,0.968,0.0393566844506302,0.976
"DMR_99","chr3",181428242,181428563,321,"*",-1.08336541335921,10.8336541335921,297577,95080,95089,10,14,0.02253924070208,0.968,0.0399675249362097,0.976
"DMR_100","chr21",43823749,43824262,513,"*",1.15574790241927,10.4017311217734,263428,84987,84995,9,10,0.0268847135235444,0.968,0.0444908373927163,0.984
"DMR_101","chr17",9479665,9480428,763,"*",-1.03375578681508,10.3375578681508,170416,55337,55346,10,10,0.0250135312765793,0.972,0.0452021959328849,0.984
"DMR_102","chr11",32452365,32452839,474,"*",-1.28902798043658,10.3122238434926,69234,21715,21722,8,11,0.0241552617335498,0.972,0.0454341606742442,0.984
"DMR_103","chr4",188916724,188917251,527,"*",-1.26507497611734,10.1205998089387,319651,101363,101370,8,12,0.0262738730379649,0.972,0.047645557875203,0.984
"DMR_104","chr18",13610941,13611430,489,"*",1.24895024203083,9.99160193624665,189393,62158,62165,8,14,0.0278512332792082,0.972,0.048990953375087,0.984
"DMR_105","chr2",176948105,176949017,912,"*",-1.24732105571679,9.97856844573432,236752,77670,77677,8,11,0.0280986623366582,0.972,0.0491610608520838,0.984
"DMR_106","chr16",2286601,2287294,693,"*",-1.13665939230071,10.2299345307064,150802,48830,48838,9,15,0.0285471275032862,0.976,0.0464316090620892,0.984
"DMR_107","chr12",85430029,85430336,307,"*",-1.13270191632683,10.1943172469414,99376,32728,32736,9,13,0.0288564138250986,0.976,0.0468259491224001,0.984
"DMR_108","chr14",105714589,105715025,436,"*",1.12601060171416,10.1340954154274,134233,43338,43346,9,18,0.0295677723652671,0.976,0.0474599860821155,0.984
"DMR_109","chr19",58220494,58220955,461,"*",-1.11749570006623,10.057461300596,212491,71229,71237,9,12,0.0302791309054357,0.98,0.0482873269929637,0.984
