"","seqnames","start","end","width","strand","value","area","cluster","indexStart","indexEnd","L","clusterL","p.value","fwer","p.valueArea","fwerArea"
"DMR_39","chr1",47897576,47900327,2751,"*",-1.12193445479227,14.5851479122996,3949,19593,19605,13,59,0.000251928736770036,0.2,0.00147600601072327,0.7
"DMR_40","chr6",31465603,31466726,1123,"*",-1.01335390095375,15.2003085143062,135389,367895,367909,15,26,0.000231181664330151,0.208,0.00125371594886736,0.672
"DMR_41","chr19",12305392,12306303,911,"*",-1.30005750492243,11.7005175443019,74007,223530,223538,9,10,0.000225253929347327,0.208,0.00313873567340551,0.868
"DMR_42","chr2",182521222,182521926,704,"*",-1.31084134037645,10.4867307230116,88250,261744,261751,8,15,0.000248964869278624,0.212,0.00456139206928337,0.948
"DMR_43","chr19",39465821,39466851,1030,"*",-1.08897894378537,14.1567262692097,75660,230988,231000,13,18,0.000296386749141219,0.232,0.00166569353017365,0.732
"DMR_44","chr2",172972681,172974960,2279,"*",-1.22426369896857,13.4669006886542,87592,260519,260529,11,117,0.00026971194171851,0.232,0.00196208027931487,0.756
"DMR_45","chr14",93214468,93215209,741,"*",-1.27099389754178,11.438945077876,50774,136396,136404,9,14,0.000296386749141219,0.252,0.00334620639780437,0.896
"DMR_46","chr10",112289853,112290331,478,"*",-1.30417609942169,9.12923269595186,22424,58884,58890,7,12,0.000326025424055341,0.252,0.00703325755712114,0.976
"DMR_47","chr3",49314370,49314920,550,"*",-1.19715864569262,13.1687451026189,104790,306855,306865,11,20,0.000328989291546754,0.268,0.00211323752137689,0.768
"DMR_48","chr2",98703108,98703935,827,"*",-1.00627398038346,14.0878357253684,83350,254330,254343,14,21,0.000379375038900761,0.28,0.00168940447010495,0.732
"DMR_49","chr17",57915665,57916643,978,"*",1.35668369972953,6.78341849864765,67007,198551,198555,5,10,0.000334917026529578,0.284,0.0164109342999493,0.996
"DMR_50","chr19",11784246,11785188,942,"*",-1.12100155477327,13.4520186572793,73970,223331,223342,12,13,0.000397158243849234,0.288,0.00197097188178911,0.756
"DMR_51","chr16",54966471,54969706,3235,"*",-0.939282465666657,14.0892369849998,60393,168748,168762,15,66,0.000394194376357822,0.292,0.00168940447010495,0.732
"DMR_52","chr16",710674,711235,561,"*",-1.29701611083024,7.78209666498145,57634,157045,157050,6,278,0.000403085978832058,0.3,0.0111767443101154,0.988
"DMR_53","chr11",32458656,32461240,2584,"*",-0.814657876602776,16.2931575320555,26282,72827,72846,20,82,0.000326025424055341,0.316,0.000998823344605909,0.636
"DMR_54","chr6",106433444,106434623,1179,"*",-1.2758765207339,8.93113564513727,138945,380003,380009,7,25,0.000429760786254768,0.32,0.00749858475327285,0.984
"DMR_55","chr11",85393571,85394069,498,"*",1.28298261957446,7.69789571744676,29401,86063,86068,6,17,0.000462363328660302,0.32,0.0115353722765763,0.988
"DMR_56","chr20",33145848,33146543,695,"*",-1.21201551862847,10.9081396676563,94208,275957,275965,9,20,0.000465327196151714,0.324,0.00394194376357822,0.928
"DMR_57","chr16",68270129,68271489,1360,"*",-0.970773775736455,13.5908328603104,61109,171770,171783,14,59,0.0004860742685916,0.328,0.00187612812206392,0.748
"DMR_58","chr11",2889602,2890587,985,"*",-0.753971227818558,16.5873670120083,24399,68206,68227,22,37,0.000314169954089693,0.34,0.000939545994777665,0.616
"DMR_59","chr19",6459035,6459814,779,"*",-1.46384921485134,5.85539685940534,73506,220546,220549,4,59,0.000382338906392173,0.34,0.0237465063411945,0.996
"DMR_60","chr19",51169660,51171997,2337,"*",-1.01277705626796,13.1661017314835,76673,237470,237482,13,31,0.000497929738557249,0.344,0.00211323752137689,0.768
"DMR_61","chr16",10912331,10912718,387,"*",-1.30699708971912,6.5349854485956,58270,162758,162762,5,16,0.000497929738557249,0.344,0.0180143866128033,0.996
"DMR_62","chr17",37856147,37857070,923,"*",-1.12104422204198,12.3314864424617,65476,191394,191404,11,16,0.000536460015945607,0.348,0.00258745632000285,0.828
"DMR_63","chr11",128561675,128563027,1352,"*",-1.22480135457773,9.79841083662182,32208,91713,91720,8,54,0.000509785208522897,0.348,0.0056639507760887,0.968
"DMR_64","chr22",38091825,38093207,1382,"*",-1.00311858832733,13.0405416482553,100391,294555,294567,13,15,0.000518676810997134,0.352,0.00218437034117079,0.784
"DMR_65","chr19",10541207,10541704,497,"*",-1.21973887917193,9.75791103337541,73850,222434,222441,8,18,0.000539423883437019,0.352,0.00574101133086542,0.968
"DMR_66","chr6",32121143,32121566,423,"*",-0.857564994045312,14.5786048987703,135416,370397,370413,17,500,0.000447543991203241,0.36,0.00147896987821468,0.7
"DMR_67","chr1",11862907,11865051,2144,"*",-1.15682015241142,11.5682015241142,862,7236,7245,10,33,0.000521640678488546,0.364,0.00324247103560494,0.888
"DMR_68","chr5",154230173,154230438,265,"*",-1.29494247425471,6.47471237127356,131147,354808,354812,5,8,0.000545351618419844,0.364,0.0184441473990581,0.996
"DMR_69","chr2",151345498,151345544,46,"*",-6.44521206330675,12.8904241266135,86320,258907,258908,2,23,0.000320097689072517,0.368,0.00227625023340456,0.8
"DMR_70","chr9",125795283,125795935,652,"*",-1.21168105661018,9.6934484528814,166192,435243,435250,8,15,0.000574990293333966,0.368,0.00584771056055626,0.968
"DMR_71","chr2",239140032,239140340,308,"*",-1.26479442298343,7.58876653790058,91863,268809,268814,6,28,0.000566098690859729,0.376,0.0120333020151335,0.996
"DMR_72","chr10",134599934,134601490,1556,"*",-0.682453490261071,14.3315232954825,24164,63568,63588,21,98,0.000411977581306295,0.38,0.00158566910790552,0.716
"DMR_73","chr2",223176167,223177742,1575,"*",-0.937980182609781,13.1317225565369,90591,266020,266033,14,123,0.000589809630791027,0.38,0.00212509299134254,0.772
"DMR_74","chr1",47693873,47696348,2475,"*",-1.08626806015286,11.9489486616815,3933,19506,19516,11,54,0.000655014715602095,0.388,0.00291940947904101,0.84
"DMR_75","chr3",185000208,185001026,818,"*",-1.16634477535053,10.4971029781548,112371,320162,320170,9,13,0.000631303775670797,0.4,0.00453768112935207,0.944
"DMR_76","chr17",38465217,38465510,293,"*",-1.16104385081627,10.4493946573465,65532,191783,191791,9,39,0.000646123113127858,0.4,0.00460288621416314,0.948
"DMR_77","chr12",6419509,6420252,743,"*",-0.964972284173806,12.5446396942595,33278,94623,94635,13,38,0.000660942450584919,0.404,0.00242740747546659,0.816
"DMR_78","chr19",12911205,12913388,2183,"*",-0.829421701719759,14.1001689292359,74059,223873,223889,17,36,0.00055424322089408,0.412,0.00168940447010495,0.732
"DMR_79","chr19",38924045,38924436,391,"*",-1.1299872528009,11.299872528009,75604,230672,230681,10,12,0.000625376040687973,0.412,0.00353885778474616,0.912
"DMR_80","chr3",40428506,40428986,480,"*",-1.1537976184444,10.3841785659996,104028,304310,304318,9,17,0.000678725655533392,0.412,0.00472440478131104,0.948
"DMR_81","chr3",46734995,46735454,459,"*",-1.17596707090908,9.40773656727265,104564,305608,305615,8,16,0.000720219800413163,0.416,0.00645233952880435,0.976
"DMR_82","chr11",105480771,105481802,1031,"*",-0.801956041830911,14.4352087529564,30382,87302,87319,18,28,0.000506821341031485,0.424,0.00154417496302575,0.708
"DMR_83","chr5",140810106,140811642,1536,"*",-0.823119330200828,13.9930286134141,130137,352618,352634,17,69,0.000569062558351141,0.424,0.00170422380756201,0.736
"DMR_84","chr16",725142,726214,1072,"*",-0.948138115456375,12.3257955009329,57634,157103,157115,13,278,0.000738003005361636,0.424,0.00259338405498567,0.828
"DMR_85","chr5",141030761,141031295,534,"*",-0.944596437784358,12.2797536911967,130155,352777,352789,13,48,0.000749858475327285,0.428,0.00262895046488262,0.828
"DMR_86","chr1",167090618,167091161,543,"*",-1.20740938890301,8.4518657223211,9626,33808,33814,7,19,0.000732075270378812,0.428,0.00885603606433964,0.984
"DMR_87","chr1",109940786,109941201,415,"*",-1.23596691171628,7.41580147029769,7410,25381,25386,6,22,0.000696508860481866,0.428,0.012878004250186,0.996
"DMR_88","chr8",74005537,74005566,29,"*",-1.36884732625214,5.47538930500855,156693,420650,420653,4,19,0.000586845763299614,0.432,0.0275876786100647,0.996
"DMR_89","chr6",89927233,89927485,252,"*",-1.36835814676493,5.47343258705972,138356,379129,379132,4,12,0.000586845763299614,0.432,0.0276054618150132,0.996
"DMR_90","chr5",74161187,74163723,2536,"*",-0.909316944251161,12.7304372195163,126349,345544,345557,14,16,0.000699472727973278,0.436,0.00235331078818128,0.808
"DMR_91","chr2",15701742,15702002,260,"*",-1.36245497097349,5.44981988389394,78439,244291,244294,4,21,0.0006075928357395,0.436,0.0278692460217489,0.996
"DMR_92","chr6",6588503,6589075,572,"*",1.25481589957988,6.27407949789939,133454,360935,360939,5,9,0.000779497150241407,0.44,0.0201276241341802,0.996
"DMR_93","chr2",160918519,160919532,1013,"*",-1.00079958986609,12.0095950783931,86851,259468,259479,12,16,0.000794316487698468,0.444,0.00287791533416124,0.84
"DMR_94","chr1",95392678,95393429,751,"*",-1.13576957185824,10.2219261467241,6826,24543,24551,9,20,0.000782461017732819,0.444,0.00497040578309825,0.956
"DMR_95","chr1",19971709,19972777,1068,"*",-1.16341077167306,9.30728617338447,1521,9614,9621,8,38,0.000803208090172705,0.448,0.00663906318076331,0.976
"DMR_96","chr6",30039025,30039600,575,"*",-0.860266715007265,12.904000725109,135288,365526,365540,15,182,0.000699472727973278,0.452,0.00227625023340456,0.8
"DMR_97","chr17",26903872,26904150,278,"*",-1.18604807402805,8.30233651819633,64627,188498,188504,7,29,0.000838774500069651,0.46,0.009333218730457,0.984
"DMR_98","chr3",188665276,188665466,190,"*",-1.24294650058595,6.21473250292973,112717,320738,320742,5,19,0.000838774500069651,0.464,0.0205099630405724,0.996
"DMR_99","chr1",27709634,27710270,636,"*",-0.850634214246522,12.7595132136978,2223,12889,12903,15,18,0.000743930740344461,0.468,0.00234145531821563,0.808
"DMR_100","chr6",30698584,30699363,779,"*",-0.971981507918262,11.6637780950191,135322,367038,367049,12,17,0.000933618259794841,0.48,0.00316541048082822,0.872
"DMR_101","chr14",59931541,59932321,780,"*",-1.02990349485243,11.3289384433768,48449,131171,131181,11,18,0.000901015717389307,0.48,0.00348550816990074,0.912
"DMR_102","chr6",28058724,28059208,484,"*",-1.11278744096501,10.0150869686851,135136,363845,363853,9,11,0.000921762789829192,0.48,0.00532014214708489,0.964
"DMR_103","chr1",41174571,41175199,628,"*",-1.1447355942366,9.15788475389281,3383,17113,17120,8,9,0.000901015717389307,0.484,0.00699176341224137,0.976
"DMR_104","chr2",201450323,201451303,980,"*",-0.884815263919392,12.3874136948715,89172,262910,262923,14,18,0.000832846765086827,0.496,0.00256078151258014,0.828
"DMR_105","chr7",19812327,19813299,972,"*",-0.807622814686817,12.9219650349891,144369,393365,393380,16,19,0.000782461017732819,0.5,0.0022614308959475,0.796
"DMR_106","chr7",117119195,117120064,869,"*",-1.10989635452779,9.9890671907501,149844,403950,403958,9,11,0.000939545994777665,0.5,0.00536163629196466,0.968
"DMR_107","chr5",80529100,80529340,240,"*",-1.19623694758226,7.17742168549356,126824,346334,346339,6,13,0.000933618259794841,0.5,0.0141524672714932,0.996
"DMR_108","chr3",129693124,129694487,1363,"*",-0.88127669961135,12.3378737945589,109130,314911,314924,14,28,0.000865449307492361,0.504,0.00258449245251143,0.828
"DMR_109","chr11",67182488,67183330,842,"*",-1.16581154059598,8.16068078417187,28148,81493,81499,7,167,0.00100178721209732,0.504,0.00980447366159154,0.984
"DMR_110","chr11",64814948,64815744,796,"*",-1.19389560726796,7.16337364360778,27966,79172,79177,6,36,0.000948437597251902,0.508,0.0142265639587785,0.996
"DMR_111","chr11",65639798,65640577,779,"*",-1.09885296417214,9.88967667754927,28019,80132,80140,9,90,0.00101067881457156,0.512,0.00550093806406103,0.968
"DMR_112","chr10",77163373,77165293,1920,"*",-0.876837634607045,12.2757268844986,19994,53493,53506,14,77,0.00089212411491507,0.516,0.00263191433237403,0.828
"DMR_113","chr3",147140118,147142415,2297,"*",-0.701645290740945,12.629615233337,110150,316841,316858,18,102,0.000726147535395988,0.524,0.00240369653553529,0.816
"DMR_114","chr11",15136059,15136505,446,"*",-1.09523411740141,9.85710705661266,25367,71142,71150,9,21,0.00103735362199427,0.524,0.00556021541388928,0.968
"DMR_115","chr3",125899144,125900180,1036,"*",-0.784632636219392,12.5541221795103,108777,313507,313522,16,29,0.000865449307492361,0.528,0.00242740747546659,0.816
"DMR_116","chr1",76540110,76540641,531,"*",-1.00136611960238,11.0150273156261,5738,22857,22867,11,17,0.00108477550185686,0.532,0.00382635293141314,0.924
"DMR_117","chr14",89017615,89018372,757,"*",-0.997310259664674,10.9704128563114,50417,135499,135509,11,28,0.00109663097182251,0.532,0.0038648832088015,0.924
"DMR_118","chr12",47219626,47220092,466,"*",-0.932153602121093,11.1858432254531,35499,98706,98717,12,14,0.00120036633402194,0.536,0.00365148474941982,0.92
"DMR_119","chr22",24890330,24891158,828,"*",-0.928862886289012,11.1463546354681,99300,291408,291419,12,19,0.00122704114144465,0.536,0.00368112342433394,0.92
"DMR_120","chr1",201857693,201857955,262,"*",-1.0609783743499,10.6097837434989,11773,36828,36837,10,26,0.000984004007148848,0.536,0.00435392134488451,0.94
"DMR_121","chr16",51185001,51185407,406,"*",-0.864943043794879,12.1092026131283,60165,168390,168403,14,54,0.000975112404674612,0.54,0.00278899930941887,0.836
"DMR_122","chr17",27044852,27045548,696,"*",-0.800940699994626,12.0141104999194,64636,188614,188628,15,108,0.000995859477114497,0.54,0.00287495146666983,0.84
"DMR_123","chr3",172166242,172167810,1568,"*",-0.798948410275675,11.9842261541351,111583,318740,318754,15,23,0.00100178721209732,0.54,0.00288977080412689,0.84
"DMR_124","chr17",48585465,48586147,682,"*",-0.994061264816643,10.9346739129831,66421,197020,197030,11,19,0.00111441417677098,0.54,0.00390637735368127,0.928
"DMR_125","chr1",44445533,44445576,43,"*",-1.28899419628909,5.15597678515635,3669,18330,18333,4,76,0.000969184669691787,0.544,0.0315562971810656,1
"DMR_126","chr2",220083241,220083916,675,"*",-1.04982003263735,10.4982003263735,90422,265324,265333,10,55,0.00105217295945133,0.548,0.00453768112935207,0.944
"DMR_127","chr3",128203414,128205496,2082,"*",-1.0477617347313,10.477617347313,108983,314323,314332,10,56,0.00106106456192557,0.548,0.00457917527423184,0.948
"DMR_128","chr10",530635,531320,685,"*",1.11430035717201,8.91440285737609,15322,44899,44906,8,37,0.00114108898419369,0.548,0.00753711503066121,0.984
"DMR_129","chr1",114696350,114697113,763,"*",-0.852979046424055,11.9417066499368,7793,26791,26804,14,29,0.00105217295945133,0.56,0.00292533721402384,0.84
"DMR_130","chr17",5368334,5370938,2604,"*",-2.01933625358573,6.05800876075718,63312,183317,183319,3,19,0.000655014715602095,0.56,0.0219029807615361,0.996
"DMR_131","chr7",27187372,27188770,1398,"*",-0.89049184047783,11.5763939262118,144893,394440,394452,13,536,0.00106402842941698,0.564,0.00323654330062212,0.888
"DMR_132","chr4",166794753,166796212,1459,"*",-0.672000064241817,11.4240010921109,121215,336618,336634,17,25,0.00094547372976049,0.564,0.00336398960275284,0.9
"DMR_133","chr6",106428957,106429769,812,"*",-1.07618228199142,9.6856405379228,138944,379993,380001,9,11,0.00117369152659923,0.564,0.00586252989801332,0.968
"DMR_134","chr2",176867409,176868921,1512,"*",-1.21052242835554,6.05261214177771,87893,260994,260998,5,16,0.00109070323683969,0.564,0.0219444749064159,0.996
"DMR_135","chr4",25656514,25657440,926,"*",-0.973630223247994,10.7099324557279,114932,328452,328462,11,19,0.00125075208137595,0.568,0.00419387250034825,0.936
"DMR_136","chr3",157260764,157261595,831,"*",-0.968978407436039,10.6587624817964,110863,317762,317772,11,16,0.00129224622625572,0.572,0.00426500532014215,0.936
"DMR_137","chr5",131593104,131593413,309,"*",-1.16197865675636,6.97187194053816,129369,349373,349378,6,18,0.00120629406900476,0.572,0.0152994839906697,0.996
"DMR_138","chr2",192710226,192711481,1255,"*",-1.12575136145922,7.88025953021453,88769,262361,262367,7,16,0.00135745131106678,0.588,0.0107944054037232,0.988
"DMR_139","chr6",35771838,35772794,956,"*",-1.97151752204562,5.91455256613686,135711,374073,374075,3,19,0.000699472727973278,0.588,0.0232041185902661,0.996
"DMR_140","chr19",37997105,37998171,1066,"*",-0.743970593695616,11.9035294991299,75515,230256,230271,16,17,0.00102549815202862,0.592,0.00294608428646372,0.84
"DMR_141","chr17",75084623,75085390,767,"*",-0.773131637212982,11.5969745581947,68371,202610,202624,15,25,0.00111441417677098,0.592,0.00320986849319941,0.884
"DMR_142","chr12",109162390,109162748,358,"*",-1.14788741448,6.88732448688002,39349,108351,108356,6,10,0.00133374037113549,0.596,0.0158033414642098,0.996
"DMR_143","chr14",85995655,85996499,844,"*",-0.903716100408338,10.8445932049001,50298,135339,135350,12,35,0.00143154799835209,0.604,0.0040101127158807,0.928
"DMR_144","chr3",158449660,158450590,930,"*",-1.05433963144767,9.48905668302903,110915,317881,317889,9,12,0.00135448744357537,0.604,0.00627747134681103,0.976
"DMR_145","chr5",148928885,148929595,710,"*",-1.14327252736759,6.85963516420555,130766,353680,353685,6,30,0.00136634291354102,0.604,0.015948570971289,0.996
"DMR_146","chr7",95025736,95026211,475,"*",-0.819332092414055,11.4706492937968,148481,400444,400457,14,27,0.00126557141883301,0.612,0.00331656772289024,0.892
"DMR_147","chr3",194407750,194408965,1215,"*",-1.11298416433027,7.79088915031188,113146,321401,321407,7,27,0.00147007827574045,0.612,0.0111293224302528,0.988
"DMR_148","chr4",169555538,169555538,0,"*",-5.51249743320979,5.51249743320979,121293,336701,336701,1,15,0.000655014715602095,0.612,0.0271934842337069,0.996
"DMR_149","chr2",14772482,14774086,1604,"*",-0.818983249564607,11.4657654939045,78392,244237,244250,14,32,0.00126853528632442,0.616,0.00332545932536448,0.896
"DMR_150","chr3",26663885,26666163,2278,"*",-0.718181201315466,11.4908992210475,103154,303063,303078,16,24,0.00110552257429675,0.62,0.0033047122529246,0.892
"DMR_151","chr3",147125712,147126244,532,"*",-0.818419909030709,11.4578787264299,110150,316780,316793,14,102,0.00127149915381583,0.62,0.00333435092783872,0.896
"DMR_152","chr6",52858459,52859375,916,"*",-1.1333473961396,6.80008437683757,136963,377377,377382,6,21,0.00149082534818033,0.62,0.0163309098776812,0.996
"DMR_153","chr17",800717,800761,44,"*",-1.25347091356919,5.01388365427677,62935,180279,180282,4,9,0.00128335462378148,0.62,0.0335924741476658,1
"DMR_154","chr1",201368390,201369031,641,"*",-0.931765795759321,10.2494237533525,11717,36603,36613,11,17,0.00164198259024236,0.632,0.00492002003574424,0.956
"DMR_155","chr22",30476089,30476525,436,"*",-0.930124962684946,10.2313745895344,99782,292449,292459,11,17,0.00165680192769942,0.632,0.00495558644564119,0.956
"DMR_156","chr10",5488346,5489767,1421,"*",-1.04195707807175,9.37761370264572,15745,46232,46240,9,23,0.00146711440824904,0.632,0.006514580746124,0.976
"DMR_157","chr7",116594536,116595196,660,"*",-1.1270752371177,6.7624514227062,149792,403903,403908,6,28,0.00158863297539694,0.636,0.0165176335296402,0.996
"DMR_158","chr20",36148994,36149706,712,"*",-0.674188891709215,10.7870222673474,94481,277012,277027,16,116,0.00119443859903911,0.64,0.00409606487313165,0.932
"DMR_159","chr4",1165559,1166905,1346,"*",-0.998745163276655,9.98745163276655,113504,323457,323466,10,36,0.00144636733580915,0.64,0.00536163629196466,0.968
"DMR_160","chr3",49941240,49941470,230,"*",-1.06989585134249,8.55916681073991,104847,307208,307215,8,45,0.00152046402309446,0.644,0.008556685447707,0.984
"DMR_161","chr12",103889516,103890311,795,"*",-0.842690794127201,10.9549803236536,38871,107476,107488,13,17,0.00144340346831774,0.648,0.00388266641374997,0.928
"DMR_162","chr14",75535468,75536561,1093,"*",-0.797271066673464,11.1617949334285,49735,134274,134287,14,18,0.00142265639587785,0.656,0.00366630408687688,0.92
"DMR_163","chr7",105221826,105222180,354,"*",-1.06582935770952,8.52663486167614,149167,403196,403203,8,8,0.00157381363793988,0.656,0.00863670986997513,0.984
"DMR_164","chr12",65671664,65672174,510,"*",-1.16211431999528,5.81057159997642,36719,104931,104935,5,21,0.0015323194930601,0.66,0.0241407007175523,0.996
"DMR_165","chr1",78511235,78512129,894,"*",-0.882657060749549,10.5918847289946,5858,23021,23032,12,16,0.00167162126515648,0.664,0.0043746684173244,0.94
"DMR_166","chr10",71892293,71893017,724,"*",-0.981866001781714,9.81866001781714,19508,52117,52126,10,20,0.00159752457787117,0.668,0.00561652889622611,0.968
"DMR_167","chr2",71205266,71206291,1025,"*",-0.98021274638539,9.8021274638539,82294,251085,251094,10,22,0.00161827165031106,0.668,0.00565209530612305,0.968
"DMR_168","chr4",11430693,11431537,844,"*",-0.979158453916357,9.79158453916357,114225,327669,327678,10,23,0.00163605485525953,0.668,0.00568766171602,0.968
"DMR_169","chr2",20189711,20190511,800,"*",-0.789058953040215,11.046825342563,78740,244684,244697,14,17,0.00147304214323186,0.672,0.00379671425649902,0.924
"DMR_170","chr9",125796764,125800222,3458,"*",-1.15676602688926,5.78383013444632,166192,435252,435256,5,15,0.00158863297539694,0.672,0.0243807739843567,0.996
"DMR_171","chr8",42356068,42356871,803,"*",-1.22314469760344,4.89257879041376,155124,418293,418296,4,14,0.00155306656549999,0.672,0.0356375427167402,1
"DMR_172","chr16",67184562,67185194,632,"*",-1.05000390989015,8.40003127912119,61029,170774,170781,8,104,0.00175757342240743,0.676,0.00901312104138448,0.984
