"","seqnames","start","end","width","strand","value","area","cluster","indexStart","indexEnd","L","clusterL","p.value","fwer","p.valueArea","fwerArea"
"DMR_22","chr11",504301,504937,636,"*",-1.5033309229002,12.0266473832016,63386,19272,19279,8,8,0.000287645620595426,0.096,0.00597663678348275,0.752
"DMR_23","chr11",2889602,2890725,1123,"*",-0.744960812790008,22.3488243837003,64689,20064,20093,30,30,0.000199753903191268,0.1,0.000471419211531393,0.184
"DMR_24","chr5",178986131,178986906,775,"*",-1.17549539410416,16.4569355174583,342791,108131,108144,14,14,0.000295635776723077,0.108,0.00180577528484907,0.456
"DMR_25","chr12",65671664,65672174,510,"*",-1.49455955446709,7.47279777233547,97535,32164,32168,5,14,0.00032759640123368,0.108,0.0324320437221343,0.988
"DMR_26","chr15",72612125,72613029,904,"*",-1.14440483674428,17.1660725511642,143265,46180,46194,15,17,0.000319606245106029,0.116,0.00157406075714719,0.428
"DMR_27","chr10",8095651,8096991,1340,"*",-0.683699790259125,21.1946934980329,43442,13853,13883,31,46,0.000263675152212474,0.12,0.000591271553446154,0.216
"DMR_28","chr1",66998484,66999933,1449,"*",-1.00732132412042,18.1317838341676,18017,5539,5556,18,18,0.000279655464467776,0.12,0.00126244466816882,0.38
"DMR_29","chr3",49459304,49460177,873,"*",-1.29529162877442,14.2482079165186,282295,90564,90574,11,12,0.000455438899276092,0.124,0.00305223964076258,0.58
"DMR_30","chr5",67583961,67584297,336,"*",-1.44646812637298,13.0182131373568,327489,103044,103052,9,9,0.000367547181871934,0.128,0.00442654649471851,0.684
"DMR_31","chr11",128554586,128555749,1163,"*",-1.45494783768458,11.6395827014767,85789,27659,27666,8,8,0.000423478274765489,0.144,0.00689550473816258,0.78
"DMR_32","chr17",2169272,2169989,717,"*",1.41748588785858,11.3398871028686,167887,54098,54105,8,8,0.000487399523786695,0.152,0.00753471722837464,0.796
"DMR_33","chr20",3051954,3052483,529,"*",-1.23897083033648,13.6286791337013,248202,80812,80822,11,11,0.000615242021829107,0.156,0.00367547181871934,0.624
"DMR_34","chr6",32121055,32121566,511,"*",-0.83346088355614,16.6692176711228,350187,113705,113724,20,76,0.000391517650254886,0.16,0.00174185403582786,0.452
"DMR_35","chr10",81967195,81967666,471,"*",-1.39430756665868,9.76015296661076,53203,16279,16285,7,9,0.000607251865701456,0.18,0.0131597871422408,0.9
"DMR_36","chr11",72928926,72929983,1057,"*",-1.07549973231546,15.0569962524164,77418,24952,24965,14,14,0.000591271553446154,0.188,0.00246895824344408,0.52
"DMR_37","chr19",19007074,19007505,431,"*",-1.38650454605708,5.54601818422833,203723,66832,66835,4,10,0.000743084519871518,0.2,0.0674528980296275,1
"DMR_38","chr2",15701742,15702002,260,"*",-1.36892658632396,5.47570634529584,215857,71865,71868,4,14,0.000791025456637423,0.204,0.0693305847196254,1
"DMR_39","chr3",49314155,49315017,862,"*",-1.08230976135165,14.0700268975714,282247,90516,90528,13,13,0.000695143583105614,0.208,0.0032280230755709,0.592
"DMR_40","chr3",125898783,125900180,1397,"*",-0.753326090068406,15.8198478914365,290612,92932,92952,21,21,0.000559310928935551,0.22,0.00214935199833805,0.5
"DMR_41","chr20",35169380,35169886,506,"*",-1.31488653323132,7.88931919938791,252836,82147,82152,6,8,0.000990779359828691,0.228,0.0274861370791185,0.98
"DMR_42","chr6",89927233,89927485,252,"*",-1.35164617335051,5.40658469340205,357170,117612,117615,4,8,0.000942838423062787,0.228,0.0712721926586446,1
"DMR_43","chr16",1821253,1822124,871,"*",-1.26271980804415,11.3644782723974,150492,48575,48583,9,12,0.00100675967208399,0.232,0.00748677629160874,0.796
"DMR_44","chr19",10541207,10541704,497,"*",-1.28222163185672,10.2577730548537,200795,65192,65199,8,8,0.000990779359828691,0.232,0.0108825926458603,0.864
"DMR_45","chr5",148928885,148929352,467,"*",-1.34483791658608,5.37935166634431,337565,106745,106748,4,12,0.00097479904757339,0.232,0.0719992968662608,1
"DMR_46","chr15",45421578,45422393,815,"*",-0.958721211565592,15.3395393850495,138201,44658,44673,16,18,0.000671173114722662,0.24,0.00234111574540167,0.516
"DMR_47","chr2",157184137,157184978,841,"*",-1.27892102432074,10.2313681945659,234204,76868,76875,8,8,0.00100675967208399,0.24,0.0109864646755198,0.868
"DMR_48","chr7",27187102,27188020,918,"*",-1.1641939858001,12.8061338438011,372816,121459,121469,11,14,0.000990779359828691,0.244,0.00469821180305863,0.7
"DMR_49","chr5",79286648,79287133,485,"*",-1.28572176336373,7.71433058018239,329082,103564,103569,6,8,0.00109465138948815,0.244,0.0294916662671589,0.988
"DMR_50","chr5",140810051,140811642,1591,"*",-0.811855860480987,14.6134054886578,336145,106334,106351,18,18,0.000791025456637423,0.248,0.00274861370791185,0.548
"DMR_51","chr19",39465821,39466851,1030,"*",-1.05081507490864,13.6605959738124,206670,68103,68115,13,13,0.000862936861786279,0.248,0.00364351119420873,0.624
"DMR_52","chr22",23487383,23487588,205,"*",-1.27856337887615,8.94994365213307,266836,85835,85841,7,10,0.0010866612333605,0.252,0.0176262844175975,0.944
"DMR_53","chr5",141030607,141031380,773,"*",-0.977449104313226,14.6617365646984,336236,106397,106411,15,15,0.000799015612765073,0.256,0.00271665308340125,0.54
"DMR_54","chr19",11784246,11785188,942,"*",-1.12032577841237,13.4439093409484,201320,65472,65483,12,12,0.00103073014046694,0.256,0.00388321587803826,0.644
"DMR_55","chr7",19812327,19813525,1198,"*",-0.789952207260967,14.2191397306974,371693,121050,121067,18,18,0.000886907330169232,0.268,0.00306022979689023,0.58
"DMR_56","chr2",98703108,98703935,827,"*",-1.00830902237451,14.1163263132431,227258,75516,75529,14,14,0.000950828579190437,0.272,0.00317209198267734,0.588
"DMR_57","chr1",27709634,27710030,396,"*",-1.0914672987726,13.0976075852712,9484,2519,2530,12,15,0.00119852341914761,0.284,0.00433865477731435,0.68
"DMR_58","chr6",31465603,31466187,584,"*",-1.02317176419251,13.3012329345027,349775,111980,111992,13,15,0.0010866612333605,0.288,0.00407497962510187,0.664
"DMR_59","chr16",51184697,51185772,1075,"*",-0.703749164309724,14.0749832861945,157956,51168,51187,20,29,0.000862936861786279,0.292,0.0032120427633156,0.592
"DMR_60","chr11",63382047,63382143,96,"*",-1.24668339500937,7.48010037005623,73596,23247,23252,6,8,0.00145420841523243,0.296,0.0323521421608578,0.988
"DMR_61","chr3",188665276,188665466,190,"*",-1.25896259166851,6.29481295834258,299273,95586,95590,5,11,0.00143023794684948,0.296,0.0507055307860716,1
"DMR_62","chr4",166794143,166796212,2069,"*",-0.6622599219671,13.9074583613091,317367,100744,100764,21,24,0.000878917174041581,0.3,0.00333988526135801,0.6
"DMR_63","chr22",38092643,38093207,564,"*",-1.07743023260287,12.9291627912344,270289,86814,86825,12,12,0.00125445451204117,0.3,0.00450644805599501,0.692
"DMR_64","chr7",96653617,96655105,1488,"*",-0.697016663919789,13.9403332783958,380658,123677,123696,20,20,0.000902887642424533,0.308,0.0033079246368474,0.6
"DMR_65","chr16",68270129,68271177,1048,"*",-1.01127078889554,13.1465202556421,160665,52329,52341,13,13,0.00118254310689231,0.312,0.00424277290378254,0.672
"DMR_66","chr2",201450323,201451026,703,"*",-1.00727373744681,13.0945585868086,239122,78597,78609,13,14,0.00119053326301996,0.312,0.004346644933442,0.68
"DMR_67","chr1",41174571,41175199,628,"*",-1.21796983379344,9.74375867034756,12976,3877,3884,8,8,0.00149415919587069,0.312,0.013223708391262,0.9
"DMR_68","chr9",125795283,125795935,652,"*",-1.21757462863305,9.74059702906444,421029,132930,132937,8,8,0.00150214935199834,0.312,0.013223708391262,0.9
"DMR_69","chr3",46735315,46735454,139,"*",-1.23586680291831,7.41520081750985,281480,89963,89968,6,10,0.00155009028876424,0.312,0.0331751282420059,0.988
"DMR_70","chr4",154710224,154711183,959,"*",-0.717010507131896,13.623199635506,316519,100391,100409,19,34,0.00098278920370104,0.316,0.00367547181871934,0.624
"DMR_71","chr17",800717,800761,44,"*",-1.25347091356919,5.01388365427677,167196,53867,53870,4,9,0.001669942630679,0.34,0.0821627754606325,1
"DMR_72","chr17",37856147,37857070,923,"*",-1.08441283599985,11.9285411959983,175437,57149,57159,11,11,0.00152611982038129,0.344,0.00618438084280167,0.76
"DMR_73","chr19",38924045,38924436,391,"*",-1.10936045155617,11.0936045155617,206450,68004,68013,10,10,0.00172587372357256,0.352,0.00813397893794845,0.82
"DMR_74","chr11",7041080,7042021,941,"*",-0.69266578005096,13.1606498209682,65607,20549,20567,19,19,0.0011346021701264,0.36,0.00417885165476133,0.672
"DMR_75","chr20",36148928,36149750,822,"*",-0.666875437506482,12.6706333126232,253121,82293,82311,19,41,0.00120651357527526,0.368,0.00490595586237755,0.72
"DMR_76","chr17",48545805,48546620,815,"*",-1.03762752027291,12.4515302432749,179016,58964,58975,12,14,0.00162999185004075,0.368,0.00528948335650479,0.732
"DMR_77","chr2",24307957,24308302,345,"*",-1.20988838299947,6.04944191499734,217071,72135,72139,5,16,0.00205347012480624,0.372,0.0558991322690445,1
"DMR_78","chr3",128712555,128713392,837,"*",-1.15230830429657,10.3707747386692,291539,93167,93175,9,14,0.00202150950029564,0.38,0.010523035620116,0.864
"DMR_79","chr17",38465217,38465510,293,"*",-1.15012923551797,10.3511631196617,175665,57298,57306,9,9,0.00204547996867859,0.38,0.0105549962446266,0.864
"DMR_80","chr2",160918519,160919532,1013,"*",-1.02155036196776,12.2586043436131,234687,76975,76986,12,13,0.00182175559710437,0.384,0.00558511913322786,0.752
"DMR_81","chr6",29974531,29975141,610,"*",-0.721332993667412,12.9839938860134,349169,110316,110333,18,23,0.00135033638557297,0.396,0.00446649727535676,0.684
"DMR_82","chr3",129693124,129694665,1541,"*",-0.861640597337286,12.9246089600593,291830,93274,93288,15,18,0.00151013950812599,0.396,0.00450644805599501,0.692
"DMR_83","chr6",138725799,138726184,385,"*",-1.21618986966626,4.86475947866502,362257,119094,119097,4,11,0.00218131262284865,0.396,0.0868370167953082,1
"DMR_84","chr7",121944637,121946213,1576,"*",-0.753786186107646,12.81436516383,384023,124839,124855,17,23,0.00157406075714719,0.404,0.00467424133467568,0.7
"DMR_85","chr17",75084517,75085390,873,"*",-0.787885082518908,12.6061613203025,184287,60648,60663,16,16,0.00167793278680665,0.404,0.00504178851654761,0.72
"DMR_86","chr11",32451777,32452839,1062,"*",-1.05537362161353,11.6091098377488,69234,21712,21722,11,11,0.00187768668999792,0.404,0.00695143583105614,0.784
"DMR_87","chr16",8768031,8768700,669,"*",-1.14038096108606,10.2634286497746,152391,49346,49354,9,9,0.00219729293510395,0.408,0.010842641865222,0.864
"DMR_88","chr5",74162458,74162924,466,"*",-1.07098972025788,10.7098972025788,328279,103348,103357,10,10,0.00213337168608275,0.412,0.00925260079581955,0.84
"DMR_89","chr3",40428506,40428986,480,"*",-1.13690712289909,10.2321641060918,280189,89474,89482,9,11,0.00222925355961455,0.412,0.0109864646755198,0.868
"DMR_90","chr12",6756088,6756751,663,"*",-1.17654153541987,8.23579074793909,88973,28462,28468,7,8,0.00225322402799751,0.416,0.0236668424501015,0.972
"DMR_91","chr6",30039132,30039801,669,"*",-0.844001847958626,12.6600277193794,349220,110412,110426,15,28,0.00166195247455135,0.42,0.00493791648688815,0.72
"DMR_92","chr1",32827389,32828105,716,"*",-1.06646697377024,10.6646697377024,10896,3055,3064,10,12,0.0022052830912316,0.428,0.00942838423062787,0.848
"DMR_93","chr11",64814948,64815744,796,"*",-1.17735801763689,7.06414810582131,74277,23650,23655,6,10,0.00246096808731643,0.428,0.0378333892644262,0.996
"DMR_94","chr14",59931922,59932321,399,"*",-1.05978047038785,10.5978047038785,124601,40477,40486,10,10,0.00235709605765697,0.436,0.00969205938284034,0.856
"DMR_95","chr6",30698584,30698936,352,"*",-1.05037039728862,10.5037039728862,349504,111488,111497,10,11,0.00251689918020998,0.448,0.0100276459402017,0.856
"DMR_96","chr1",201857591,201857955,364,"*",-0.984262975063778,11.8111557007653,32660,11307,11318,12,16,0.00221327324735925,0.456,0.00649599693178005,0.776
"DMR_97","chr19",37997105,37998171,1066,"*",-0.750075763690302,12.0012122190448,206163,67843,67858,16,16,0.00199753903191268,0.46,0.00600859740799335,0.752
"DMR_98","chr4",101111037,101112395,1358,"*",-0.744835164570029,11.9173626331205,312023,98966,98981,16,16,0.00202949965642329,0.464,0.00621634146731227,0.764
"DMR_99","chr11",15136059,15136505,446,"*",-1.08937704322618,9.80439338903558,67363,21090,21098,9,9,0.00301228886012433,0.468,0.0129999840196877,0.9
"DMR_100","chr7",752149,752715,566,"*",-1.08622891835076,9.77606026515687,368137,120289,120297,9,14,0.00302826917237963,0.472,0.0130798855809643,0.9
"DMR_101","chr1",95392675,95393429,754,"*",-1.03280738584912,10.3280738584912,20869,6600,6609,10,14,0.00283650542531601,0.48,0.0106109273375202,0.864
"DMR_102","chr20",327377,328035,658,"*",-1.15905922518851,6.95435535113108,247469,80508,80513,6,9,0.00292439714272017,0.48,0.0393355386164246,0.996
"DMR_103","chr6",106428957,106429769,812,"*",-1.08151333533978,9.73362001805799,358256,117942,117950,9,9,0.00308420026527318,0.484,0.0132636591719002,0.904
"DMR_104","chr19",12912244,12913388,1144,"*",-0.853491331791368,11.9488786450792,201586,65768,65781,14,14,0.0021413618422104,0.488,0.00612844974990811,0.752
"DMR_105","chr15",65203541,65204428,887,"*",-0.957190433909099,11.4862852069092,141276,45762,45773,12,12,0.00252488933633763,0.496,0.00719913067101331,0.792
"DMR_106","chr14",89017615,89018372,757,"*",-0.996785850685534,10.9646443575409,129440,42069,42079,11,11,0.00265273183438004,0.496,0.00849353596369273,0.828
"DMR_107","chr12",6419509,6420252,743,"*",-0.877797745780561,11.4113706951473,88793,28329,28341,13,19,0.00247694839957173,0.508,0.00739888457420458,0.792
"DMR_108","chr11",12030268,12031508,1240,"*",-0.714358452465963,12.1440936919214,66745,20910,20926,17,18,0.00198954887578503,0.512,0.00578487303641913,0.752
"DMR_109","chr5",80528963,80529340,377,"*",-1.14023728298422,7.98166098088956,329266,103623,103629,7,11,0.00304424948463493,0.512,0.0264474167825239,0.98
"DMR_110","chr2",20189487,20190511,1024,"*",-0.777592084738695,11.6638812710804,216454,71984,71998,15,17,0.00245297793118878,0.516,0.00683158348914138,0.78
"DMR_111","chr17",27044852,27045548,696,"*",-0.773848297459751,11.6077244618963,173104,56210,56224,15,18,0.00247694839957173,0.516,0.00696741614331144,0.784
"DMR_112","chr19",35738738,35739200,462,"*",-1.16642191886209,4.66568767544835,205586,67414,67417,4,11,0.00337983604199626,0.516,0.0935167873180242,1
"DMR_113","chr1",114696350,114697113,763,"*",-0.836605149649786,11.712472095097,22999,7628,7641,14,14,0.00243699761893347,0.52,0.00670374099109897,0.78
"DMR_114","chr1",76540110,76540641,531,"*",-0.988892958658444,10.8778225452429,18753,5843,5853,11,11,0.00282851526918836,0.52,0.00870128002301165,0.836
"DMR_115","chr1",228645462,228645796,334,"*",-1.05808070336895,9.52272633032056,37917,12780,12788,9,9,0.00357159978905988,0.52,0.0142863991562395,0.928
"DMR_116","chr6",54711227,54711476,249,"*",-1.12076277855652,7.84533944989562,355058,116892,116898,7,8,0.00341978682263451,0.52,0.0280214775396711,0.984
"DMR_117","chr11",8615356,8616172,816,"*",-0.70575734083242,11.9978747941511,65926,20630,20646,17,17,0.00209342090544449,0.524,0.00602457772024865,0.752
"DMR_118","chr22",24890690,24891166,476,"*",-0.940768911997235,11.2892269439668,267203,85964,85975,12,16,0.0027406235517842,0.524,0.00764657941416175,0.804
"DMR_119","chr10",135192744,135193212,468,"*",-1.11974576793693,7.83822037555849,63111,19136,19142,7,12,0.00344375729101747,0.524,0.0281573101938412,0.988
"DMR_120","chr20",25565879,25566563,684,"*",-1.00230613843151,10.0230613843151,251229,81601,81610,10,10,0.00340380651037921,0.528,0.0117854802882848,0.88
"DMR_121","chr1",153599479,153600156,677,"*",-0.768296444043666,11.524446660655,25261,8714,8728,15,15,0.00257283027310354,0.532,0.00713520942199211,0.792
"DMR_122","chr7",8481994,8482681,687,"*",-1.11179956650788,7.78259696555515,370910,120831,120837,7,8,0.00355561947680458,0.532,0.0287725522156703,0.988
"DMR_123","chr7",8302191,8302424,233,"*",-1.11137526897431,7.77962688282017,370880,120814,120820,7,8,0.00356360963293223,0.532,0.0287965226840532,0.988
"DMR_124","chr1",32930168,32931179,1011,"*",-0.760269970604078,11.4040495590612,10923,3075,3089,15,15,0.00264474167825239,0.54,0.00741486488645988,0.792
"DMR_125","chr2",71205266,71206291,1025,"*",-0.998377398214725,9.98377398214724,224491,74355,74364,10,13,0.00347571791552807,0.54,0.0120251849721144,0.884
"DMR_126","chr17",26903872,26904150,278,"*",-1.10032113775995,7.70224796431968,173063,56148,56154,7,8,0.0037953241606341,0.54,0.0296434792335842,0.988
"DMR_127","chr7",116594536,116595196,660,"*",-1.12624649091177,6.7574789454706,383624,124736,124741,6,26,0.00362753088195343,0.54,0.0424037585694424,0.996
"DMR_128","chr14",75535468,75536561,1093,"*",-0.802137596815241,11.2299263554134,127928,41631,41644,14,14,0.00284449558144366,0.544,0.00776643175607651,0.804
"DMR_129","chr6",33084479,33084933,454,"*",-0.849663455332323,11.0456249193202,350528,114480,114492,13,15,0.00283650542531601,0.544,0.00823785096760791,0.824
"DMR_130","chr10",134600295,134600998,703,"*",-0.673494349869353,11.449403947779,62660,18979,18995,17,17,0.00229317480863576,0.548,0.00731099285680042,0.792
"DMR_131","chr3",157260593,157261273,680,"*",-0.9228285089102,11.0739421069224,295351,94480,94491,12,12,0.00302027901625198,0.548,0.00818191987471435,0.82
"DMR_132","chr12",47219626,47220092,466,"*",-0.92097650261644,11.0517180313973,93429,29883,29894,12,13,0.00304424948463493,0.548,0.00823785096760791,0.824
"DMR_133","chr19",19280969,19281474,505,"*",-1.08372524712097,8.66980197696774,203839,66892,66899,8,8,0.00374738322386819,0.552,0.0198395576649568,0.964
"DMR_134","chr7",95025611,95026211,600,"*",-0.747767896127547,11.2165184419132,380441,123573,123587,15,24,0.0027566038640395,0.556,0.00781437269284242,0.804
"DMR_135","chr8",102503892,102504903,1011,"*",-0.793137187343277,11.1039206228059,403690,129927,129940,14,14,0.00308420026527318,0.564,0.00809402815731019,0.82
"DMR_136","chr22",30476089,30476525,436,"*",-0.974741432029677,10.7221557523264,268417,86274,86284,11,13,0.00308420026527318,0.564,0.0092286303274366,0.84
"DMR_137","chr17",48585465,48586147,682,"*",-0.973468211411811,10.7081503255299,179038,58979,58989,11,14,0.00310817073365614,0.564,0.00926858110807485,0.84
"DMR_138","chr12",1929265,1929774,509,"*",-1.10965213741395,6.65791282448368,87585,28034,28039,6,9,0.00402703868833597,0.564,0.0439298783898237,0.996
"DMR_139","chr17",1945076,1945160,84,"*",-1.10658028841975,6.63948173051848,167803,54035,54040,6,11,0.00408296978122953,0.564,0.0442574747910574,0.996
"DMR_140","chr11",77734206,77734490,284,"*",-1.14511476574476,4.58045906297903,78667,25345,25348,4,9,0.00405899931284657,0.568,0.0965370663342762,1
"DMR_141","chr15",75639113,75640148,1035,"*",-0.7395504847828,11.093257271742,144070,46644,46658,15,15,0.00287645620595426,0.572,0.0081419690940761,0.82
"DMR_142","chr12",103889516,103890311,795,"*",-0.828952269364854,10.7763795017431,101536,33417,33429,13,16,0.00325199354395385,0.572,0.00898892564360708,0.836
"DMR_143","chr3",158449660,158450590,930,"*",-1.03505125315553,9.31546127839975,295448,94534,94542,9,10,0.00420282212314429,0.572,0.0153490899212171,0.936
"DMR_144","chr6",28058724,28059208,484,"*",-1.0342148208658,9.30793338779216,348643,109437,109445,9,9,0.00422679259152724,0.572,0.015397030857983,0.936
"DMR_145","chr10",530635,531465,830,"*",1.0335035755782,9.30153218020382,41493,13601,13609,9,12,0.00424277290378254,0.572,0.0154210013263659,0.936
"DMR_146","chr10",71892293,71893159,866,"*",-0.823192821092689,10.701506674205,50781,15730,15742,13,15,0.00333988526135801,0.576,0.0093085318887131,0.844
"DMR_147","chr8",144952622,144953114,492,"*",-1.02404197732278,9.21637779590504,410492,131171,131179,9,9,0.00450644805599501,0.58,0.0159084008501526,0.94
"DMR_148","chr7",105221826,105222180,354,"*",-1.06582935770952,8.52663486167614,382465,124412,124419,8,8,0.00417086149863368,0.58,0.021046071240232,0.968
"DMR_149","chr2",223176167,223177742,1575,"*",-0.789250814929484,11.0495114090128,242524,79621,79634,14,14,0.00316410182654969,0.584,0.00823785096760791,0.824
"DMR_150","chr16",66612774,66613355,581,"*",-0.962267202667438,10.5849392293418,159996,51802,51812,11,12,0.0033079246368474,0.584,0.0097639707879892,0.856
"DMR_151","chr15",90455635,90456194,559,"*",-1.06104992139354,8.48839937114829,146873,47544,47551,8,15,0.00435463508956965,0.588,0.0213097463924445,0.968
"DMR_152","chr5",140749735,140750160,425,"*",-1.01867925486954,9.16811329382584,336102,106288,106296,9,9,0.00467424133467568,0.592,0.0162439874075139,0.94
"DMR_153","chr20",44035415,44036136,721,"*",-1.09231150629514,6.55386903777083,254612,82892,82897,6,21,0.00453041852437797,0.592,0.0458075650798217,1
"DMR_154","chr16",725142,726059,917,"*",-0.894851556629001,10.738218679548,149625,48252,48263,12,13,0.00361954072582578,0.596,0.00915671892228774,0.836
"DMR_155","chr14",85995655,85996499,844,"*",-0.893767081464975,10.7252049775797,129222,42003,42014,12,14,0.00364351119420873,0.596,0.00922064017130895,0.84
"DMR_156","chr19",58220080,58220955,875,"*",-0.892271313737808,10.7072557648537,212491,71226,71237,12,12,0.00368346197484699,0.596,0.00926858110807485,0.84
"DMR_157","chr2",46465,47452,987,"*",-0.808017359611645,10.5042256749514,212785,71529,71541,13,16,0.00359557025744283,0.596,0.0100276459402017,0.856
"DMR_158","chr18",74961463,74962369,906,"*",-0.623761594813048,10.6039471118218,195408,63456,63472,17,31,0.00263675152212474,0.6,0.00966808891445739,0.856
"DMR_159","chr1",78511235,78512129,894,"*",-0.888844351011185,10.6661322121342,18978,5919,5930,12,12,0.0037633635361235,0.604,0.00942838423062787,0.848
"DMR_160","chr3",55517101,55517659,558,"*",-1.12599826760582,4.50399307042326,283796,91321,91324,4,12,0.00458634961727152,0.612,0.0993416111350816,1
"DMR_161","chr3",46853631,46854311,680,"*",-1.04430587912634,8.35444703301073,281509,89985,89992,8,8,0.00493791648688815,0.616,0.0226361123096345,0.972
"DMR_162","chr1",115213147,115213259,112,"*",-1.07708763054097,6.46252578324583,23063,7667,7672,6,15,0.00497786726752641,0.616,0.0475813797401601,1
"DMR_163","chr2",220083241,220083951,710,"*",-0.943496944792773,10.3784663927205,242048,79379,79389,11,13,0.00367547181871934,0.62,0.0104910749956054,0.864
"DMR_164","chr11",113185079,113185879,800,"*",-0.942289228173508,10.3651815099086,82144,26650,26660,11,13,0.00367547181871934,0.62,0.010523035620116,0.864
"DMR_165","chr19",42070742,42071240,498,"*",-1.05692988420686,7.39850918944802,207480,68589,68595,7,9,0.00509771960944117,0.624,0.0334547837064736,0.988
"DMR_166","chr17",30814514,30814814,300,"*",-1.09224625768751,5.46123128843756,173927,56570,56574,5,8,0.00504977867267526,0.624,0.0697700433066462,1
"DMR_167","chr16",733709,734667,958,"*",-0.933855282422158,10.2724081066437,149636,48280,48290,11,13,0.00385125525352765,0.632,0.0108186713968391,0.864
"DMR_168","chr1",201368390,201369031,641,"*",-0.932177233074727,10.253949563822,32467,11236,11246,11,11,0.00389120603416591,0.632,0.010890582801988,0.864
"DMR_169","chr6",10521142,10521715,573,"*",-1.04909896539082,7.34369275773571,345535,108680,108686,7,9,0.00540933569841955,0.636,0.0341659076018345,0.988
"DMR_170","chr5",156886970,156887490,520,"*",-0.963494811293133,9.63494811293133,338919,107137,107146,10,10,0.0043146843089314,0.64,0.0136871374466657,0.916
"DMR_171","chr18",52626146,52626848,702,"*",-0.959761561153305,9.59761561153305,192723,63072,63081,10,14,0.00440257602633555,0.64,0.0138709110376017,0.916
"DMR_172","chr6",26188847,26189597,750,"*",-0.994655588222933,8.9519002940064,348213,109240,109248,9,9,0.00529747351263244,0.644,0.0176262844175975,0.944
"DMR_173","chr20",42544648,42544794,146,"*",-1.03068162799212,8.24545302393694,254142,82634,82641,8,9,0.00540933569841955,0.648,0.0235709605765697,0.972
