"","seqnames","start","end","width","strand","value","area","cluster","indexStart","indexEnd","L","clusterL","p.value","fwer","p.valueArea","fwerArea"
"DMR_26","chr6",32904074,32905320,1246,"*",-1.5772941708258,18.9275300499096,350457,114237,114248,12,12,0.00116785221361079,0.268,0.00461424126356709,0.656
"DMR_27","chr14",24780167,24780926,759,"*",-1.48435586812981,19.2966262856875,121163,39127,39139,13,15,0.00098818264228605,0.272,0.00427940251700736,0.64
"DMR_28","chr22",19710566,19711327,761,"*",-1.83832080093944,14.7065664075155,265935,85540,85547,8,13,0.00118418581100394,0.28,0.0130097103236502,0.916
"DMR_29","chr8",11665774,11666810,1036,"*",-1.29584672432942,20.7335475892707,392864,126917,126932,16,16,0.00102901663576894,0.288,0.0030625495112171,0.564
"DMR_30","chr3",129692836,129694665,1829,"*",-1.08923231655588,19.6061816980059,291830,93271,93288,18,18,0.00106168383055526,0.292,0.00393639697175104,0.616
"DMR_31","chr15",41805868,41806526,658,"*",-1.64490831101506,18.0939914211657,137462,44240,44250,11,12,0.00118418581100394,0.292,0.00574125948369499,0.74
"DMR_32","chr16",725142,725543,401,"*",-1.84214808181067,12.8950365726747,149625,48252,48258,7,13,0.00128218739536289,0.292,0.0210540070397805,0.976
"DMR_33","chr1",92952440,92953279,839,"*",-1.46182801688978,19.0037642195672,20401,6403,6415,13,25,0.00111068462273473,0.296,0.00452440647790473,0.652
"DMR_34","chr1",9884565,9884950,385,"*",-1.78427598590161,16.0584838731145,3907,942,950,9,10,0.00127402059666631,0.3,0.00947348648803156,0.816
"DMR_35","chr9",130524573,130525059,486,"*",-1.73590028728437,15.6231025855593,422225,133048,133056,9,9,0.00145369016799105,0.324,0.0104371687342279,0.856
"DMR_36","chr6",149805995,149806659,664,"*",-1.61127222399632,17.7239944639595,363648,119417,119427,11,11,0.00145369016799105,0.328,0.00632110219115209,0.756
"DMR_37","chr16",1538347,1538826,479,"*",-1.80211445316956,14.4169156253565,150283,48512,48519,8,8,0.00150269096017052,0.336,0.0139978929659363,0.92
"DMR_38","chr11",72928926,72929983,1057,"*",-1.38932564390263,19.4505590146368,77418,24952,24965,14,14,0.00128218739536289,0.34,0.00414056693916552,0.624
"DMR_39","chr12",7055452,7056008,556,"*",-1.69894806649407,15.2905325984466,89144,28633,28641,9,12,0.00178036211585421,0.352,0.0112946825973687,0.872
"DMR_40","chr8",142264769,142265246,477,"*",-1.75848934304145,14.0679147443316,409294,130798,130805,8,15,0.00173952812237131,0.372,0.0152719135626026,0.924
"DMR_41","chr1",41174571,41175199,628,"*",-1.75313899220469,14.0251119376375,12976,3877,3884,8,8,0.00178036211585421,0.384,0.0154434163352308,0.924
"DMR_42","chr4",159131110,159131690,580,"*",-1.74491043821082,13.9592835056866,316864,100582,100589,8,10,0.00179669571324736,0.384,0.0157374210883076,0.936
"DMR_43","chr19",55549414,55549907,493,"*",-1.67730053897567,15.095704850781,211748,70665,70673,9,9,0.00199269888196526,0.392,0.0118663585061292,0.884
"DMR_44","chr11",2291652,2292544,892,"*",-1.20461594052197,18.0692391078296,64405,19794,19808,15,39,0.00184569650542684,0.412,0.00578209347717788,0.74
"DMR_45","chr7",150548765,150549472,707,"*",-1.7221575914544,13.7772607316352,388088,126003,126010,8,8,0.00200086568066184,0.412,0.0164887665683929,0.948
"DMR_46","chr20",20036632,20037346,714,"*",-1.70716292673474,13.6573034138779,250307,81454,81461,8,8,0.00215603485589684,0.416,0.0171176100680294,0.956
"DMR_47","chr16",733709,734817,1108,"*",-1.36332180955441,17.7231835242074,149636,48280,48292,13,13,0.00195186488848236,0.436,0.00632926898984867,0.756
"DMR_48","chr6",32076079,32076417,338,"*",-1.71779175268924,12.0245422688247,350163,113530,113536,7,8,0.00226220323895236,0.436,0.026493094971702,0.992
"DMR_49","chr3",46448496,46449313,817,"*",-1.34636461432518,17.5027399862274,281388,89918,89930,13,13,0.00212336766111052,0.452,0.00667227453510498,0.76
"DMR_50","chr10",99080318,99081016,698,"*",-1.69873091322662,11.8911163925863,55646,16939,16945,7,9,0.00251537399854631,0.452,0.0274649440165949,0.992
"DMR_51","chr17",37123638,37123949,311,"*",-1.62102921133843,14.5892629020458,175211,57014,57022,9,10,0.00264604277769157,0.456,0.0134343838558723,0.916
"DMR_52","chr22",22901569,22902047,478,"*",-1.48928138846197,16.3820952730817,266698,85801,85811,11,13,0.00245820640767026,0.46,0.00878747539751893,0.808
"DMR_53","chr12",322587,323439,852,"*",-1.1419434394128,17.129151591192,87146,27924,27938,15,20,0.00247454000506342,0.468,0.00739911961910051,0.772
"DMR_54","chr11",504301,504937,636,"*",-1.6724896677778,13.3799173422224,63386,19272,19279,8,8,0.00258887518681552,0.476,0.0185386330412342,0.96
"DMR_55","chr20",62367108,62368256,1148,"*",-1.30871051044123,17.0132366357359,259556,84045,84057,13,13,0.00249087360245657,0.492,0.00764412357999788,0.772
"DMR_56","chr12",1609245,1609741,496,"*",-1.59276540580571,14.3348886522514,87447,27994,28002,9,10,0.00293188073207183,0.492,0.0142428969268337,0.92
"DMR_57","chr14",88458917,88460351,1434,"*",-1.06917417412871,17.1067867860593,129343,42017,42032,16,16,0.00253170759593947,0.504,0.00745628720997656,0.772
"DMR_58","chr3",23851254,23851961,707,"*",-1.48195134932115,14.8195134932115,278193,88897,88906,10,12,0.00328305307602473,0.516,0.0127075387718768,0.904
"DMR_59","chr14",105714589,105715025,436,"*",-1.56516268679371,14.0864641811434,134233,43338,43346,9,18,0.00338922145908026,0.524,0.0151902455756368,0.924
"DMR_60","chr6",30297174,30297627,453,"*",-1.56328673521698,14.0695806169528,349345,110825,110833,9,9,0.00339738825777683,0.524,0.0152719135626026,0.924
"DMR_61","chr2",239008705,239009502,797,"*",-1.54595941004778,13.91363469043,245693,80152,80160,9,9,0.00374039380303315,0.528,0.0159334242570255,0.94
"DMR_62","chr12",6745171,6745707,536,"*",-1.41778979698423,15.5956877668265,88965,28450,28460,11,12,0.00339738825777683,0.552,0.0105188367211937,0.86
"DMR_63","chr2",157291262,157292411,1149,"*",-1.450292600189,14.50292600189,234235,76890,76899,10,10,0.00378122779651604,0.552,0.0136957214141629,0.92
"DMR_64","chr2",127413128,127413530,402,"*",-1.63471961686877,11.4430373180814,231155,76289,76295,7,10,0.00358522462779815,0.556,0.0311073362352691,0.996
"DMR_65","chr16",48399731,48400154,423,"*",-1.61414688370494,12.9131750696396,157305,51065,51072,8,8,0.00355255743301183,0.56,0.0208988378645455,0.976
"DMR_66","chr19",3707944,3708509,565,"*",-1.33436394798405,16.0123673758086,198348,64123,64134,12,12,0.00367505941346052,0.58,0.00954698767630077,0.816
"DMR_67","chr14",50864205,50864415,210,"*",-1.58651245553013,12.692099644241,123044,39954,39961,8,11,0.00397723096523394,0.588,0.0223443612338399,0.988
"DMR_68","chr3",111260756,111261303,547,"*",-1.55524295117181,12.4419436093745,288366,92286,92293,8,8,0.00467957565313973,0.608,0.0238225517979207,0.992
"DMR_69","chr6",35108605,35109242,637,"*",-1.59282074565422,11.1497452195795,351270,115755,115761,7,12,0.00436107050397315,0.612,0.0337452122142641,0.996
"DMR_70","chr10",134150119,134150760,641,"*",-1.375658545121,15.132243996331,62380,18950,18960,11,11,0.00417323413395183,0.624,0.0117683569217702,0.884
"DMR_71","chr17",47440006,47440217,211,"*",-1.57868609491911,11.0508026644337,178552,58761,58767,7,9,0.00469590925053288,0.624,0.034561892083922,0.996
"DMR_72","chr1",180922629,180923683,1054,"*",-1.57530853644222,11.0271597550956,30331,10771,10777,7,10,0.00475307684140894,0.624,0.0347333948565502,0.996
"DMR_73","chr3",152016594,152017293,699,"*",-1.5412601463672,12.3300811709376,294712,94257,94264,8,8,0.00502258119839604,0.628,0.0245330632845231,0.992
"DMR_74","chr1",32827389,32828016,627,"*",-1.4723081276953,13.2507731492577,10896,3055,3063,9,12,0.00509608238666525,0.632,0.0191838101382639,0.968
"DMR_75","chr17",79202120,79202947,827,"*",-1.57121766610442,10.9985236627309,186276,61077,61083,7,9,0.0048837456205542,0.632,0.0350519000057168,0.996
"DMR_76","chr11",66103334,66104159,825,"*",-1.40657326729501,14.0657326729501,74950,24130,24139,10,10,0.0046877424518363,0.64,0.0152882471599958,0.924
"DMR_77","chr1",25291385,25292059,674,"*",-1.45720408995633,13.114836809607,8601,2113,2121,9,13,0.00547992192540446,0.66,0.0198698212287765,0.976
"DMR_78","chr15",26109204,26109614,410,"*",-1.28525029602918,15.4230035523502,135081,43556,43567,12,29,0.00443457169224236,0.668,0.0109598438508089,0.864
"DMR_79","chr18",13610941,13611576,635,"*",-1.27090130282006,15.2508156338407,189393,62158,62169,12,14,0.00479391083489183,0.696,0.01148251896739,0.88
"DMR_80","chr20",748992,749620,628,"*",-1.4313195692672,12.8818761234048,247622,80548,80556,9,9,0.00610059862634446,0.712,0.0211438418254428,0.976
"DMR_81","chr6",167507762,167508226,464,"*",-1.50355949666566,10.5249164766596,366689,120035,120041,7,8,0.00689277809991262,0.712,0.0397233088601599,0.996
"DMR_82","chr16",31469310,31469562,252,"*",-1.47836328213268,11.8269062570614,156772,50906,50913,8,16,0.00671310852858788,0.716,0.027987619133176,0.992
"DMR_83","chr17",75314602,75315868,1266,"*",-1.01667150063341,14.2334010088678,184391,60683,60696,14,14,0.00567592509412235,0.724,0.0145777356733934,0.924
"DMR_84","chr2",33359059,33359688,629,"*",-1.29256920411835,14.2182612453019,219020,72886,72896,11,11,0.00601893063937867,0.728,0.0146104028681797,0.924
"DMR_85","chr17",58499679,58499911,232,"*",-1.49842481261045,10.4889736882731,180621,59525,59531,7,8,0.00710511486602367,0.728,0.0401888163858649,0.996
"DMR_86","chr11",128554586,128555749,1163,"*",-1.45308542345781,11.6246833876624,85789,27659,27666,8,8,0.0075951227878184,0.76,0.0296046452750986,0.992
"DMR_87","chr15",78555966,78556945,979,"*",-1.18201246805325,14.184149616639,144702,46845,46856,12,15,0.00672127532728446,0.764,0.0147492384460215,0.924
"DMR_88","chr6",33244752,33245342,590,"*",-1.16580302045254,13.9896362454305,350627,114900,114911,12,48,0.00729295123604498,0.772,0.0156475863026452,0.932
"DMR_89","chr12",53297213,53298027,814,"*",-1.44203845162753,11.5363076130202,95244,30741,30748,8,8,0.00793812833307472,0.772,0.0303478239564873,0.996
"DMR_90","chr17",80196719,80197757,1038,"*",-1.45943337669722,10.2160336368806,186893,61473,61479,7,8,0.00859963902749761,0.772,0.0433493674814409,0.996
"DMR_91","chr7",27183133,27183816,683,"*",-1.03286271223598,13.4272152590678,372815,121414,121426,13,42,0.00721128324907919,0.784,0.0182282946907642,0.96
"DMR_92","chr6",30095174,30095419,245,"*",0.939154034352107,13.1481564809295,349249,110536,110549,14,25,0.00669677493119472,0.788,0.0196983184561484,0.972
"DMR_93","chr12",6755816,6756751,935,"*",-1.42862902398321,11.4290321918657,88973,28461,28468,8,8,0.00851797104053182,0.804,0.0312298382157178,0.996
"DMR_94","chr19",11689614,11689997,383,"*",-1.3611774668826,12.2505972019434,201297,65455,65463,9,11,0.00855063823531814,0.808,0.0249495700180486,0.992
"DMR_95","chr22",45809454,45810043,589,"*",-1.28917427507416,12.8917427507416,272903,87683,87692,10,15,0.00828113387833103,0.816,0.0210785074358702,0.976
"DMR_96","chr4",1294432,1295078,646,"*",-1.41420583493852,11.3136466795081,301718,96273,96280,8,8,0.00916314813756156,0.816,0.032332356039756,0.996
"DMR_97","chr3",171528573,171529090,517,"*",-1.41547907418002,9.90835351926013,296588,94870,94876,7,8,0.0107393402860013,0.836,0.0472530972584057,0.996
"DMR_98","chr6",30698584,30698936,352,"*",-1.27726383698443,12.7726383698443,349504,111488,111497,10,11,0.0087956421962155,0.852,0.0218135193185623,0.98
"DMR_99","chr5",158636982,158637684,702,"*",-1.40836169787131,9.85853188509916,339215,107227,107233,7,14,0.0111395134221337,0.852,0.0478901075567388,0.996
"DMR_100","chr1",11795746,11796172,426,"*",-1.18947236483185,13.0841960131504,4610,1166,1176,11,13,0.00940815209845892,0.856,0.0200004900079218,0.976
"DMR_101","chr11",69468789,69469626,837,"*",-1.17615767198094,12.9377343917904,76251,24725,24735,11,13,0.00999616160461261,0.86,0.0207355018906139,0.976
"DMR_102","chr10",71892593,71893159,566,"*",-1.1518621374416,12.6704835118576,50781,15732,15742,11,15,0.0110415118377747,0.884,0.0224423628181989,0.988
"DMR_103","chr20",62168579,62168955,376,"*",-1.34625079941908,10.7700063953527,259445,83987,83994,8,11,0.012781039960146,0.896,0.0372651024524897,0.996
"DMR_104","chr10",5488014,5488628,614,"*",-1.22839297381147,12.2839297381147,42754,13741,13750,10,11,0.0109843442468987,0.9,0.0247699004467239,0.992
"DMR_105","chr6",31590513,31590870,357,"*",-1.13233133570995,12.4556446928094,349844,112151,112161,11,11,0.0119071924996121,0.904,0.0237490506096515,0.992
"DMR_106","chr3",195489708,195490309,601,"*",-1.33684783355034,10.6947826684027,300523,95796,95803,8,8,0.0133772162649963,0.908,0.0380164479325749,0.996
"DMR_107","chr6",32825045,32826281,1236,"*",-1.02905380369055,12.3486456442866,350435,114186,114197,12,12,0.0118581917074326,0.912,0.0243697273105915,0.992
"DMR_108","chr11",15136059,15136505,446,"*",-1.27112511359603,11.4401260223642,67363,21090,21098,9,9,0.0131403791027955,0.928,0.0311400034300555,0.996
"DMR_109","chr11",74178462,74179054,592,"*",-1.26974200674721,11.4276780607249,77728,25086,25094,9,10,0.0132138802910647,0.928,0.0312380050144144,0.996
"DMR_110","chr1",204182957,204183603,646,"*",-0.988064780770591,11.8567773692471,33405,11537,11548,12,13,0.013189379894975,0.932,0.027734448373582,0.992
"DMR_111","chr10",135202522,135203200,678,"*",-1.30586100744764,10.4468880595811,63113,19148,19155,8,8,0.0153372479521752,0.932,0.0407441586972323,0.996
"DMR_112","chr15",75639113,75639874,761,"*",-0.964418841625532,11.5730260995064,144070,46644,46655,12,15,0.0138917245828808,0.94,0.0299721512164447,0.996
"DMR_113","chr13",47472138,47472429,291,"*",-1.23685511203763,11.1316960083386,113259,36929,36937,9,11,0.0153454147508718,0.944,0.0339330485842854,0.996
"DMR_114","chr6",35992082,35992691,609,"*",-1.14645421618684,11.4645421618684,351504,115829,115838,10,11,0.0154434163352308,0.96,0.0309603338587307,0.996
"DMR_115","chr13",80054976,80055241,265,"*",-1.21993826783984,10.9794444105585,115475,37583,37591,9,9,0.0166439357436279,0.964,0.0352234027783449,0.996
"DMR_116","chr1",247171430,247171886,456,"*",-1.27532282866981,10.2025826293584,41044,13440,13447,8,10,0.0178771223468113,0.964,0.0435535374488554,0.996
"DMR_117","chr1",27961680,27962114,434,"*",-1.27408912812959,10.1927130250367,9599,2560,2567,8,9,0.0179424567363839,0.964,0.0436678726306075,0.996
"DMR_118","chr14",24803807,24804342,535,"*",-1.11818192667709,11.1818192667709,121184,39141,39150,10,11,0.0175177832041618,0.968,0.0334838746559736,0.996
"DMR_119","chr1",156357704,156358612,908,"*",-1.11674358588144,11.1674358588144,26205,9387,9396,10,10,0.0176157847885207,0.968,0.0335818762403325,0.996
"DMR_120","chr3",183543564,183544049,485,"*",-1.27111088600694,10.1688870880556,297963,95193,95200,8,8,0.0183017958790334,0.968,0.0439292101888981,0.996
"DMR_121","chr15",49338887,49339272,385,"*",-1.2670497663957,10.1363981311656,138698,44911,44918,8,14,0.0185794670347171,0.968,0.044280382532851,0.996
"DMR_122","chr2",220107847,220108496,649,"*",-1.26640591845616,10.1312473476493,242066,79412,79419,8,8,0.0186366346255931,0.968,0.044337550123727,0.996
"DMR_123","chr22",26137524,26138213,689,"*",-1.09624075654637,10.9624075654637,267486,86048,86057,10,11,0.0189469729760631,0.972,0.0353540715574902,0.996
"DMR_124","chr21",46340517,46341389,872,"*",-1.08010152418775,10.8010152418775,264513,85241,85250,10,11,0.0201638259818534,0.972,0.0368812629137504,0.996
"DMR_125","chr21",43823749,43824262,513,"*",-1.19299608327417,10.7369647494676,263428,84987,84995,9,10,0.0184977990477513,0.972,0.0375346068094768,0.996
"DMR_126","chr16",89006020,89006455,435,"*",-1.19250052344252,10.7325047109826,166132,53574,53582,9,9,0.0185304662425376,0.972,0.0375917744003528,0.996
"DMR_127","chr14",74100355,74100987,632,"*",-1.06917808988896,10.6917808988896,127475,41385,41394,10,11,0.0210540070397805,0.972,0.0380409483286646,0.996
"DMR_128","chr8",144654887,144655553,666,"*",-1.06089625284984,10.6089625284984,410278,131027,131036,10,10,0.0218298529159555,0.972,0.0389556297826815,0.996
"DMR_129","chr11",62621178,62622234,1056,"*",-1.05335154588475,10.5335154588475,73462,23196,23205,10,10,0.0223770284286263,0.976,0.0396579744705873,0.996
"DMR_130","chr3",50359909,50360690,781,"*",-1.23964571821156,9.91716574569252,282629,90814,90821,8,8,0.0213071777993744,0.976,0.0471469288753502,0.996
"DMR_131","chr19",52390810,52391367,557,"*",1.04925300857047,10.4925300857047,211021,70275,70284,10,14,0.0227037003764894,0.984,0.040147982392382,0.996
"DMR_132","chr16",57836613,57836960,347,"*",-1.14861892130612,10.3375702917551,159236,51592,51600,9,9,0.0225893651947373,0.984,0.0420753468847746,0.996
"DMR_133","chr14",24836084,24836447,363,"*",-1.14090297881473,10.2681268093326,121199,39161,39169,9,13,0.0233080434800363,0.984,0.0428266923648599,0.996
"DMR_134","chr2",220083502,220083951,449,"*",-1.12171340446409,10.0954206401768,242048,79381,79389,9,13,0.0253170759593947,0.988,0.0447703904546457,0.996
"DMR_135","chr19",16178091,16178514,423,"*",-1.12130001076457,10.0917000968811,202580,66242,66250,9,11,0.0253824103489673,0.988,0.0448275580455217,0.996
"DMR_136","chr7",18534294,18535499,1205,"*",-0.995900688041723,9.95900688041723,371581,121003,121012,10,14,0.0267870997247789,0.988,0.0465262521744102,0.996
"DMR_137","chr22",31002739,31003172,433,"*",-0.980164036809312,9.80164036809312,268624,86358,86367,10,15,0.0279549519383897,0.988,0.048429116270713,0.996
"DMR_138","chr17",7348316,7348653,337,"*",-1.0952794694215,9.85751522479353,169613,54918,54926,9,12,0.027987619133176,0.992,0.0479227747515251,0.996
"DMR_139","chr3",179754239,179755086,847,"*",-1.0922621733458,9.83035956011219,297462,95019,95027,9,11,0.0283142910810391,0.992,0.0481514451150294,0.996
"DMR_140","chr10",104211296,104211761,465,"*",-1.07557337100792,9.68016033907129,57000,17611,17619,9,9,0.0302988231643078,0.992,0.0498664728413109,0.996
